Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
PRKCD knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
UTS2R knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
IRAK4 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
RXFP4 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
RXRA knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
PRKDC knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR114 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
STK3 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SCN9A knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SCNN1A knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
PRPF4B knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR31 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR37 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR133 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
SRC knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
AKT3 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
KSR2 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
TAOK3 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MRGPRX1 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
RIOK2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR156 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
STK3 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
LPAR5 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
STRADB knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NPBWR1 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR114 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
RXRA knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR82 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
CDK10 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
GPR133 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SCNN1A knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CDK11B knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
VRK2 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SIK1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
WEE1 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
VDR knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR174 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MASTL knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
STK25 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
WEE1 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
AURKB knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
TAOK3 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
BCKDK knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
GPRC5C knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
TGFBR2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
HCAR1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
LPHN1 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ELTD1 knockdown 96h HCC515,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
C9ORF96 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
WEE1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP3K8 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
KCNJ11 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ABL2 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
OPN5 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
AKT1 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ALK knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
PXK knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
AURKB knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ADRA2A knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP2K2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP3K14 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP3K4 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR114 knockdown 96h HCC515,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NR2C2 knockdown 96h A549,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP3K8 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAP4K3 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
EMR1 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
AURKB knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAPK1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
EPHB2 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
NPSR1 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAPK9 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAPKAPK5 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NR1H3 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CSK knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
INSR knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MET knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CAMK1 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
CDK5 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
ERBB4 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
LPAR6 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
AKT2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
RARG knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
PXK knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ATM knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAPK1 knockdown 96h HCC515,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
CDK6 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
MAPK13 knockdown 96h HCC515,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
UTS2R knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
NRBP2 knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
GPR158 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NPFFR2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
BTK knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
EPHA6 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MAST4 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
NR0B1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CAMK1 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
ERBB4 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
IRAK4 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
ADRBK1 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
GPR128 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
MRGPRX1 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
CSK knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
CDK10 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NR4A2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
TAAR9 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CDK2 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SIK3 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
MAP3K5 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
INSR knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
GPRC5A knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
SRPK1 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
FZD3 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
GPR150 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
GPR148 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
NPBWR1 knockdown 96h HA1E,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
NR0B1 knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
PIK3CG knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
GABRA5 knockdown 96h A375,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,AURKB
CACNA1D knockdown 96h HT29,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,S100A7
EPHB2 knockdown 96h MCF7,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
SCN9A knockdown 96h PC3,1/300,0.0443303368659728,0.0443303368659728,0,0,32.9397993311037,102.643248566252,SPRR1B
AZD7762,1/302,0.0446213882820531,0.0446213882820531,0,0,32.7176079734219,101.736775380833,AURKB
