symbol,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_CL.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_CL.1,Patient.5_SC.1,Patient.5_SC.2,Patient.6_CL.1,Patient.6_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
PES1,0,0,0,0,38,0,0,1,0,1,0,912,0,0,0,0,0,0,0,0,0,0,2,318,0,0,0,0,0
TGDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LEPROTL1,2,0,193,0,366,1,0,248,1,0,7,0,0,0,0,0,0,1,1,1,0,1,3,104,0,0,30,0,0
CES3,1,0,0,0,2,0,3,1,0,0,3,2,0,17,0,0,1,0,0,0,0,0,0,1,0,0,0,26,0
CBX7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,110,0,0,0,0,0
TNFRSF13B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MACF1,0,6,687,1,36,2,6,83,5,214,2050,2584,2,111,87,980,15,8,10,93111,6980,46,3,571,19839,6,1,0,1048
FOLR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE26,0,0,0,0,80,0,0,0,0,1203,0,0,5,0,0,0,1,0,0,0,0,0,1346,920,0,0,1,0,0
RIMBP2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM131,0,0,0,83,298,0,0,31,1,893,0,0,7,742,1,3,3,0,0,1,21,3,17,294,8,0,1,0,1
KIAA0240,0,0,0,0,4,1,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,32
LRRC8B,1,1,0,0,0,4,4,81,28,1056,1,0,3,0,1,0,0,8,3,1,4484,56,4,370,3352,10,8263,620,3686
TTC9,0,0,5037,2171,468,1,0,0,2,870,0,697,2,2,3,0,0,0,0,0,0,0,898,2190,0,0,179,0,0
POFUT1,0,0,1,163,129,0,0,1,7,119,0,44,0,985,0,2,3,0,0,0,0,0,0,7,0,1,0,8,0
KCTD2,0,0,1,20,2,0,0,0,0,185,0,1,2,0,0,0,0,0,0,2,0,0,5686,335,0,0,0,133,0
NUP188,13,0,69,216,129,0,21,0,2,79,367,0,1,0,2,0,0,0,0,0,1,0,0,191,0,0,17,0,0
SUZ12,0,0,0,2,370,1,2,1,0,45,0,0,0,0,5,0,0,2,1,0,26,14900,2179,36,0,4,1,0,0
SCRIB,0,0,105,6,1,0,0,492,79,16,254,20,0,0,1,1,0,0,0,0,0,0,1033,260,0,224,6,0,0
KIAA0146,0,0,0,7,12,5,0,101,34,3,1,138,2,0,4,1,6,1,0,1,1,0,0,211,1,1,0,0,1
MORC3,0,0,0,0,147,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,76
SLC39A14,0,159112,0,11,43,0,18,143,3,0,0,429,0,25,0,0,0,19,16,16,0,9,0,0,1,2,0,0,0
SKIV2L2,0,0,0,68,162,4,0,224,4,471,2,17,2,39,6,1,2,0,0,0,0,0,0,0,1,4,1461,1,0
R3HDM1,0,0,0,0,91,1,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0
ANP32D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ANP32C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
RPL13A,6638,37,10924,7598,7133,23,3737,17847,2501,10064,6549,10932,59,3691,90,177,21,88,21,35,16,17,13898,16063,167,31603,16867,27,91
KAT6B,3102,15,154,0,108,1,0,15,0,205,260,856,0,34,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0
CABIN1,0,1,0,0,1,0,2,100,3,2,0,389,4,0,0,0,0,2,3,32210,4,9,0,1,0,0,81,0,0
SRRM2,41,0,18,9,128,0,1,177,31,45,87,88,0,101,23,16,0,4,1,40,595,23,367,523,23,0,2,2227,230
HMHA1,19,1,2,5,35,0,0,3,5,0,7,13,0,0,131,1741,0,7,6,4039,4547,49819,16,53,16211,5,31,5614,3840
ACAP2,0,0,1,0,34,7,0,3,0,1036,16,1,7,0,0,0,3,1,0,0,2,1,5,319,0,0,0,0,3910
ZNF281,0,1,0,0,3,0,1,0,0,491,222,44,2,44,0,0,2,4,0,0,2637,0,1,429,1,0,0,1980,4
CLCF1,19,0,253,241,49,0,0,946,2,3,1,556,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
FOS,0,1,0,0,135,0,2,440,3,0,0,0,0,895,0,0,0,1,2,0,78,0,0,0,216,0,1,2,1
NNT,0,0,3,0,308,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135,1,3,103,0,0,0,0,1759
MMD,0,10,4,0,19,8,9,9,8,137,0,2,6,0,1,0,0,17,19,11,7427,4578,0,34,8606,1,0,521,4651
PRAME,0,0,0,0,0,0,0,0,3,1296,903,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
PIK3R5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
TNPO3,0,0,0,0,154,0,4,0,0,5,0,0,0,3,0,0,2,0,0,1,0,0,0,14,0,0,0,0,0
ADAT1,0,0,3,0,216,1,0,0,292,10,294,0,0,32,4,2,4,0,0,0,0,0,0,28,1,0,0,22585,18
OR52A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC16A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOSB,12,1,56,1,328,13,2,3216,126,0,13,86,3,113,3,3,9,0,1,0,95,0,2,252,423,0,1,2,3
SEC14L2,0,0,0,0,255,0,0,1,123,0,0,0,0,0,1,0,0,1,0,536,0,0,0,0,0,0,0,0,0
MAPK8IP2,0,0,0,0,0,1,0,89,0,388,1084,752,2,439,0,0,0,0,0,0,0,0,3,655,0,38,1,2,0
RBFOX2,40,0,1,0,138,3,0,6,9,1035,0,638,4,1,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0
SEZ6L,0,0,0,0,0,0,0,0,0,0,297,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ATP6V0A2,0,1,0,0,219,0,2,1,2,0,0,652,0,35,0,0,2,1,4,0,0,3,2,239,383,0,7,0,0
SYNGR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LILRA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,334,0,0,0,3,0,0,0,449
DNPEP,0,1,318,1743,89,5,0,197,21,4131,49,0,13,2,0,0,0,3,1,1,0,1,4506,854,3,12,7519,2,53
FOSL2,0,0,0,3,175,1,0,0,0,0,0,1,0,372,0,0,0,1,0,0,0,0,0,671,0,1,0,1,0
PSD4,0,0,0,0,74,0,0,0,0,70,0,0,0,0,2,0,0,0,0,2,1,0,1,217,0,0,174,0,0
RASD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK20,0,0,26,0,0,0,1,0,0,10,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0
HYAL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN12,0,4,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN15,0,0,104,197,235,0,0,46,0,0,0,0,0,0,1,0,0,0,0,0,217,594,0,254,7,2749,0,0,54
PIGN,0,0,3,0,1,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SNAPIN,0,0,245,111,176,0,0,28,0,102,51,0,0,75,1,0,0,0,0,0,0,0,0,32,0,0,0,0,0
WBP2,258,5,525,173,224,4,1825,26,1599,809,840,915,1,1011,1,7,2,0,0,0,5107,11,2,672,5851,2,177,2837,365
WBP1,0,0,226,3,149,1,0,88,0,35,1048,6,0,198,0,5,0,0,0,0,0,1,10,1296,0,88,3,3,0
FPGS,0,0,133,314,19,0,0,12,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,140,0,0,2,0,0
GTPBP4,0,6,65,0,450,3,0,2,0,610,1,329,1,0,0,1138,1,0,0,2,0,0,190,1069,3,1,3880,0,0
CLDN14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH2,1325,3,599,225,227,0,0,44,0,602,706,807,0,151,0,0,0,0,0,0,1,0,690,884,11,4607,1664,1,14
LPAR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF346,0,5,0,0,0,0,4,5,1280,155,1832,1,0,347,0,0,3,4,4,2,3722,25790,799,475,21374,0,0,0,4
ARL2BP,0,0,0,0,255,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,209,13,0,0,0,0,0
PADI4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,3,0,15,4536,3524,0,8,484,0,0,224,0
FPR1,2,0,0,0,0,0,24,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,109,0,0,0,0,0
PRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH1,0,1,0,0,7,0,0,1106,3,85,590,43,2,152,0,1,0,1,1,0,0,0,2,103,0,0,4,1,0
FPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CDC42EP4,2,0,280,16,3,2,0,80,0,189,0,2066,3,511,1,0,1,0,1,0,0,0,0,312,1,1,0,3,0
CASP14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
CCNDBP1,11,1,10,1891,460,11,30,18,10014,563,3751,6715,16,12692,15,0,5,5,2,2,1733,3,3,724,22271,6,0,19142,3883
SMUG1,0,0,0,28,0,1,0,18,0,610,0,0,6,1,0,0,0,0,0,0,0,0,2209,14,0,0,1,0,3
VSIG2,0,2,697,4,2,0,0,0,36,0,0,15,0,0,0,2855,1,1,1,0,863,0,2,501,844,221,0,0,3464
TMEM50A,1172,11,12,351,75,1,1,111,2,160,128,27,0,41,0,0,1,13,3,1,2941,7086,2348,132,222,33,22,10,419
DDX58,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,412,1,2,25,0,1,0,0,0
C17orf81,0,0,3,0,153,1,0,268,0,7,1,0,0,0,0,0,1,1,0,0,0,0,0,156,0,0,0,0,0
KLHDC2,0,1,0,0,892,3,1,38,371,2305,1287,0,10,857,1,0,1,5,2,0,1,1,2505,373,4,5,76,1,4682
CARHSP1,125,0,20,53,13,1,0,11,0,23,1,0,3,136,0,0,0,0,0,0,0,0,200,2,0,0,0,0,0
FPR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDSS1,0,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,66,0,0,0,0
FAM215A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEMD3,0,0,3,0,21,0,0,0,1,0,0,0,0,0,0,17,0,1,0,0,0,2,0,0,0,0,0,0,2
HEBP2,14,0,557,386,3,1,0,492,5,32,416,527,3,40,4,0,3,1,0,0,22,0,1,392,1,4,80,1,1
ORC6,0,1,0,217,3,0,1,66,0,49,23,0,3,18,0,7,10,1,0,8,7,6,69,57,9,0,142,35,2
ORC3,0,0,4,255,150,2,0,0,0,6,313,0,2,679,2,0,1,0,0,0,0,0,1,370,0,0,1,6,0
OPN3,658,5,0,0,285,0,0,1343,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
ACOT9,0,0,453,66,87,0,0,532,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,1,63,0,0
PATZ1,0,0,1,0,146,0,0,1,0,345,3,11,2,0,0,0,0,14,1,0,0,0,2,231,0,0,1,0,0
AMACR,0,0,27,3,467,3,0,0,0,1,423,3,2,526,8,0,1,0,0,0,0,0,0,0,1,0,0,1,1
CLEC5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO1C,0,0,100,140,52,0,0,208,5,10,2,1,1,1221,0,0,2,0,0,0,93,0,0,84,11,0,0,6,0
DAPK2,0,0,1,4,2,0,1,0,0,7,7,186,0,684,0,0,1,0,0,0,0,0,14,128,722,0,0,4,22
CD2AP,0,0,0,0,55,3,1,2,3,83,47,0,0,44,0,0,1,4,2,0,47,0,0,1,0,0,1,1,0
MKRN1,19127,136,14,3158,1412,27,1217,1183,9629,483,1037,9110,19,19801,4,2,14,43,21,27,11997,30,6049,355,1536,4,4218,5043,6394
MKRN2,0,1,16,105,12,0,3,183,1,0,0,814,0,115,0,0,0,0,0,0,10,0,0,10,66,0,0,0,0
PHLDA3,818,6,114,163,7,0,0,1,0,20,0,89,0,0,1,0,0,0,0,0,0,0,1636,1049,1,1,564,0,0
ZMYND8,0,1,1,0,62,5,3,0,13,94,479,2,3,352,36,344,1,1,4,8,3400,4699,112,8,7381,1,12,6278,4483
PPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYY2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP1,0,1,0,0,147,0,2,37,655,938,0,0,5,0,0,0,0,0,0,0,0,0,1,569,2,231,10,0,0
TSSK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,85,0,0
ZIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTSR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACE1,0,0,0,0,166,0,0,100,0,0,0,971,0,0,1,0,0,0,0,0,0,0,3,1003,0,0,1,0,0
RUSC1,662,3,1460,0,57,1,0,48,58,692,0,0,3,931,2,0,0,0,0,0,306,0,1552,7584,16,1167,10586,1,0
CBLC,0,0,3,391,12,0,0,0,0,2,94,0,0,0,0,0,0,3,0,0,0,0,420,296,0,0,0,0,0
FAM89B,1,0,6,1,29,0,0,344,31,75,98,1206,0,258,0,1,0,0,0,0,0,0,49,277,7,3336,0,0,0
SPO11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0
BRD7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCNE1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,16,0,1,0,98,0,0,0,0,0
KPNA6,0,1,496,807,656,2,1,533,1144,1600,2770,14,7,404,1,0,2,0,0,1,380,50,3224,758,246,7240,903,0,3
SSBP2,0,0,1040,1035,329,10,2,316,0,717,1782,282,2,1,1,0,8,2,1,0,4472,2,3,592,2452,6,5355,18810,30
NUP62,7296,50,1041,1194,254,7,9,1782,11,0,1431,7,2,10,0,1,6,0,6,0,0,0,10263,2239,3,3,3,1,0
RABGAP1,0,1,146,5,141,9,2,9,2,0,0,64,0,0,0,1,3,1,1,11,277,828,0,125,0,0,4,0,38
LRRC6,0,0,0,0,94,0,0,1285,341,1,909,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0
HSPBP1,0,0,38,9,21,0,0,8,0,320,38,185,1,171,1,0,0,0,0,0,0,0,0,252,1,1,0,0,0
LDOC1,0,0,19,0,74,1,0,61,0,438,0,0,4,1,0,0,0,1,1,0,0,0,0,28,0,15,0,0,0
SNHG1,32,0,3,0,132,0,0,953,2,10,153,1180,0,1055,4,0,1,0,0,0,0,0,4,425,1,446,1,4,0
LY96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDC4,0,0,9,10,52,1,0,12,0,30,0,390,4,5,0,7605,0,0,0,0,0,0,0,290,0,0,0,0,25
PPP1R15A,1,0,105,576,185,2,20,419,6,225,124,80,3,649,2,4,1,0,0,0,1446,2,1747,59,98,0,0,2330,2425
PLD3,210,1,37,60,69,0,1147,40,1,17,622,0,16,1,1,0,0,1,0,0,0,0,3,406,1,377,0,0,0
ARFIP2,25,0,0,46,468,0,2,23,50,1897,673,0,4,166,0,1,0,6,2,0,0,0,8525,3275,3,461,2,2,1
SSBP3,10,0,0,1,165,3,5,2,454,46,0,0,1,673,0,4,0,5,0,0,1,0,0,51,2,0,0,0,3465
POLA2,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,632,1,0,1,0,0
TRIM29,0,0,79,0,3,0,0,2177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
PLXNB2,15,0,513,401,416,0,0,469,34,1344,937,818,4,136,0,0,2,3,0,0,139,6960,7642,950,0,567,2,0,285
SLC7A11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,26,2,0,0,0,4,3,1,0,0,0,0,0,4
LSM5,0,0,586,730,233,2,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,2643,220,0,3,4,0,0
PLA2G15,0,0,180,131,0,0,0,731,0,1,1110,0,1,0,0,0,0,1,0,0,205,32,0,47,0,0,0,0,0
ZKSCAN5,56,1,4,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,414,0,0,0,0,0
TMEM2,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TMEFF2,0,0,0,0,0,35,0,0,0,0,1,5,3,4,2,4,5,0,0,0,0,0,0,1,0,1,3,2,1
STX12,0,0,263,647,2,3,1,507,4,199,626,0,2,0,1,0,2,0,0,0,0,0,0,66,2,3,1,0,0
SMPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH3BP4,1,4,120,96,34,3,8,190,2,766,499,854,1,0,0,0,1,7,6,2,2,5,3,366,2,1,4976,0,0
SGK3,0,0,0,0,5,0,0,4,0,0,0,0,0,214,0,3,0,0,0,0,0,1,0,488,0,0,0,4,0
RAB38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,63
PRKD3,0,0,0,0,80,0,0,0,0,0,0,1,0,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0
KCNE4,2,0,0,0,0,0,1,392,2,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0
CADM1,0,0,21,0,0,0,0,0,0,221,0,0,0,0,1,0,0,0,0,0,0,0,2,298,0,0,0,0,0
GSPT2,4,3,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
GABARAPL1,0,0,0,0,55,1,0,4,80,0,0,0,0,689,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SHPK,7834,38,1,0,1,0,1,852,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,114,0,0,0,0,4
TMEM245,0,0,0,0,61,4,0,1066,1320,53,1788,17,3,438,4,0,2,0,0,0,0,0,5,1123,5,3,0,1,0
FRRS1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EID1,0,3,17,3,940,2,1,0,10,772,1105,4606,4,3,5,0,0,8,1,2,1,1,3019,588,0,0,3,0,443
NPAP1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0
BHMT2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,10,1,0,0,0,0,0
AIPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,5,0,5,0,2,0,1,0,9
SDF2L1,1420,2,0,0,0,0,0,8,2,17,0,1,0,1,0,0,0,0,0,0,0,0,17,372,1,0,0,0,0
PPIL2,0,0,0,0,94,0,0,558,105,157,10,0,0,0,2,0,0,0,0,0,0,0,1,348,0,0,0,0,0
PITPNB,119,0,0,0,2,7,0,2299,106,1450,2,394,10,312,8,0,9,1,0,0,17,0,5,261,671,1,1,3,0
PISD,0,0,0,8,90,0,0,16,0,978,900,1126,3,39,0,18,0,1,0,46,10,296,5,328,76,0,1,19,0
OSBP2,3,0,0,0,14,0,22,0,168,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MAFF,143,1,204,687,182,0,0,1147,141,210,10,624,2,600,1,5,0,0,0,16,0,0,2,0,0,0,0,2,0
IL17RA,0,0,0,0,0,0,0,136,1,388,0,0,1,0,0,0,1,0,0,0,827,0,1,147,3,1,0,13,0
GABARAPL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
FLRT3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP8,11,2,0,39,152,0,2781,681,1174,66,372,609,0,1851,1,3,1,0,0,0,202,0,0,351,0,236,1804,918,59
BRD1,0,0,0,0,4,2,1,4,1,0,4,0,0,0,0,0,3,0,1,0,56,28290,420,9,1,0,0,0,1693
ARHGAP8,0,0,38,523,141,1,0,1171,37,46,23,1997,0,766,2,0,1,1,1,1,0,5,2,776,1,0,1927,0,0
APOL2,0,0,234,0,4,2,0,0,0,0,1,0,0,432,2,0,1,0,0,2,0,0,4682,77,0,0,0,2,0
POTEH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCL2L13,1,0,0,0,63,0,0,159,66,19,0,0,0,2,0,0,0,0,1,1,0,0,0,17,0,0,0,0,0
MTCH1,15,5,295,355,448,4,4093,206,617,1674,1550,2023,7,40,4,0,0,5,3,3,0,1,6678,6135,5,527,69,3,0
MTCH2,0,0,605,1608,904,1,0,9,2,196,87,13,0,0,5,0,4,0,1,0,0,0,6862,1769,3,5,3,0,0
ALK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
ALOX12,0,1,64,65,0,2,3,3,34,2,0,0,1,0,0,1,0,3,3,3574,22075,749,0,0,21771,0,0,1254,11010
FXN,0,0,0,0,148,0,0,0,0,0,25,0,0,0,0,1,0,1,0,3,0,5,1,4,2,0,0,0,9
ABCA4,0,5,36,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ALOX5,0,0,0,0,46,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,16,6,0,0,0,0
ALOX5AP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KIF4A,0,0,3,730,31,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,712,1,1,5832,0,1
IFIT5,0,0,70,0,6,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0
EML2,0,0,0,49,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FTSJ1,2,0,485,0,40,0,0,1,0,705,244,0,8,0,1,0,1,0,0,0,0,0,6,879,1,479,1,0,0
LAMP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAT6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFIP11,24,0,1,13,300,1,19,2,106,64,95,23,1,6,0,7145,0,0,0,11,0,0,1,224,0,0,0,0,0
PANX1,0,0,18,1,0,1,1,323,3,0,0,0,0,0,0,0,0,1,2,0,3529,3,2775,146,0,0,42,0,638
CLDN15,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FJX1,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPF6,4058,27,986,1,339,0,2,138,1,100,1525,9,0,1088,60,0,1,2,0,1,3,2,2964,818,0,1,0,7,522
ZNF318,1,0,0,0,8,0,0,114,0,2,156,207,0,0,0,0,2,0,0,2,0,0,8055,244,2,1,0,0,62
ALOX12B,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ANXA8L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
