Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Signaling by NODAL,2/19,0.00187629910317299,0.0175121249629479,0,0,35.4991087344029,222.879521387825,SMAD2;FURIN
Signaling by NODAL Homo sapiens R-HSA-1181150,2/19,0.00187629910317299,0.0214523530796111,0,0,35.4991087344029,222.879521387825,SMAD2;FURIN
Proteins Involved in Cholesteatoma,3/37,0.000268869636878174,0.00433178859414836,0,0,27.0108597285068,222.063946673017,TGFB1;LCN2;ICAM1
Endothelial Cell Dysfunction in Pyelonephritis,3/37,0.000268869636878174,0.00433178859414836,0,0,27.0108597285068,222.063946673017,SERPINE1;PECAM1;ICAM1
Vascular Smooth Muscle Cell/Pericyte Differentiation and Proliferation,2/20,0.00208020971960893,0.0129733509394966,0,0,33.5252525252525,207.028041461043,SMAD2;TGFB1
MicroRNAs in Epithelial to Mesenchymal Transition in Cancer,2/20,0.00208020971960893,0.0129733509394966,0,0,33.5252525252525,207.028041461043,ZEB2;CDH1
BMP2 and WNT Signaling in Pulmonary Artery Smooth Muscle Cells,2/20,0.00208020971960893,0.0129733509394966,0,0,33.5252525252525,207.028041461043,ILK;TCF4
HPV E1 and E2 Expression in Early Phase of Cancer,2/20,0.00208020971960893,0.0129733509394966,0,0,33.5252525252525,207.028041461043,CDKN1A;CDH1
ID regulation of gene expression,2/20,0.00208020971960893,0.0182732147918589,0,0,33.5252525252525,207.028041461043,CDKN1A;ICAM1
Syndecan interactions Homo sapiens R-HSA-3000170,2/20,0.00208020971960893,0.0230165139943827,0,0,33.5252525252525,207.028041461043,TGFB1;ITGB5
Validated targets of C-MYC transcriptional repression Homo sapiens 6bbdafa6-6196-11e5-8ac5-06603eb7f303,4/63,6.25846148143454e-05,0.00284759997405271,0,0,21.051906779661,203.761217933193,SMAD2;CDKN1A;CLU;DKK1
Apical Junction,8/200,3.84399036008612e-07,7.49578120216793e-06,0,0,13.7083333333333,202.493806485502,CDH3;CDH1;PECAM1;ADAM9;NEXN;TGFBI;MYL9;ICAM1
Interstitial Fibroblasts in Pyelonephritis,3/40,0.000339400313856961,0.00492130455092593,0,0,24.8170478170478,198.246774547653,SMAD2;PDGFRA;TGFB1
Proteins Involved in Cataract,5/94,1.69939548457097e-05,0.0007040352721794,0,0,17.6948457285536,194.336348303807,SPARC;TGFB1;CDH1;ALDH1A1;SNCA
Proteins Involved in Pancreatic Cancer,5/94,1.69939548457097e-05,0.0007040352721794,0,0,17.6948457285536,194.336348303807,SMAD2;CDKN1A;TGFB1;CDH1;ICAM1
Dexamethasone Induced Osteoporosis,2/21,0.00229414354492569,0.0141553537878394,0,0,31.7591706539075,193.013046791553,SMAD2;DKK1
Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002,9/253,1.85042494614425e-07,1.58673939131869e-05,0,0,12.3084190052792,190.813485300414,SRGN;LYN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;CLU;GNG11
Signaling by TGF-beta receptor complex,4/66,7.51460284735786e-05,0.00240467291115451,0,0,20.0302419354839,190.208725579818,SMAD2;TGFB1;SERPINE1;FURIN
ITGB1,6/129,5.05350005734277e-06,0.000914683510379041,0,0,15.5853658536585,190.070230096098,SPARC;TMEM158;ITGB5;PECAM1;ILK;ITGA5
Transcriptional regulation of pluripotent stem cells Homo sapiens R-HSA-452723,3/42,0.000392452875552267,0.00641006363402036,0,0,23.5420118343195,184.642213890043,SMAD2;HHEX;DKK1
BDNF signaling pathway,9/261,2.40774577248336e-07,3.59556702024182e-05,0,0,11.9128329297821,181.544482203533,PDGFRA;CDKN1A;ITGB5;SERPINE1;TGFBI;CLU;DKK1;GNG11;LIMS1
DNMT and MBD Families Activation in DNA Methylation in Cancer,2/22,0.00251803209945536,0.0150562744091145,0,0,30.169696969697,180.543841637112,CDKN1A;CDH1
G1/S Damage Checkpoint,2/22,0.00251803209945536,0.0150562744091145,0,0,30.169696969697,180.543841637112,CDKN1A;TGFB1
MicroRNAs Role in Melanoma,3/43,0.00042086357221396,0.00554774708827492,0,0,22.9523076923077,178.412920232276,CDKN1A;ZEB2;CDH1
CDH1 Down regulation Promotes Cancer Cell Migration and Metastases,3/44,0.000450563121761199,0.00568101327438033,0,0,22.3913696060038,172.525779926128,ZEB2;CDH1;TCF4
Bacterial invasion of epithelial cells,4/71,0.000100023182812208,0.00263590505293349,0,0,18.5307835820896,170.670528691599,CDH1;ELMO1;ILK;ITGA5
AHR Signaling in Treg and Dendritic Cells Function,2/23,0.00275180724272761,0.0159604820078201,0,0,28.7316017316017,169.387083420778,TGFB1;ALDH1A1
Proteins Involved in Chronic Myeloid Leukemia,2/23,0.00275180724272761,0.0159604820078201,0,0,28.7316017316017,169.387083420778,LYN;LCN2
beta-Catenin/Androgen Receptor Signaling in Prostate Cancer,2/23,0.00275180724272761,0.0159604820078201,0,0,28.7316017316017,169.387083420778,CDH1;TCF4
Integrin-linked kinase signaling,3/45,0.000481575605645574,0.00829791812804681,0,0,21.8571428571429,166.954634235889,ILK;MYL9;LIMS1
Integrin-linked kinase signaling Homo sapiens 21738158-6194-11e5-8ac5-06603eb7f303,3/45,0.000481575605645574,0.00876467602274944,0,0,21.8571428571429,166.954634235889,ILK;MYL9;LIMS1
Myc repressed pathway,4/73,0.000111476099875852,0.00273207104220385,0,0,17.991847826087,163.756407492652,SMAD2;CDKN1A;CLU;DKK1
Signaling by TGF-beta Receptor Complex Homo sapiens R-HSA-170834,4/73,0.000111476099875852,0.00424847802860191,0,0,17.991847826087,163.756407492652,SMAD2;TGFB1;SERPINE1;FURIN
TGF-beta signaling pathway,7/185,3.11450107009992e-06,0.000232549413234128,0,0,12.7351261742494,161.474288450685,SMAD2;ZEB2;TGFB1;CDH1;TGFB1I1;SERPINE1;LTBP1
Proteins Involved in Autistic Disorder,2/24,0.00299540116935464,0.0165460255069113,0,0,27.4242424242424,159.353417714256,TGFB1;AP1S2
WNT Signaling in Melanoma,2/24,0.00299540116935464,0.0165460255069113,0,0,27.4242424242424,159.353417714256,CDH1;TCF4
Lactate as a Signaling Molecule in Cancer Cells,2/24,0.00299540116935464,0.0165460255069113,0,0,27.4242424242424,159.353417714256,LDHB;PECAM1
NOTCH Signaling in Hepatocellular Carcinoma,2/24,0.00299540116935464,0.0165460255069113,0,0,27.4242424242424,159.353417714256,SMAD2;TCF4
Growth hormone receptor signaling Homo sapiens R-HSA-982772,2/24,0.00299540116935464,0.0305116972553698,0,0,27.4242424242424,159.353417714256,LYN;SOCS2
Integrins in Cancer Cell Motility, Invasion and Survival,4/75,0.000123851822706829,0.00312321987695481,0,0,17.4832746478873,157.286963618386,SPARC;TGFB1;ILK;ITGA5
TGFBR Signaling in Pancreatic Neoplasms,3/47,0.000547634313910708,0.00647680393490428,0,0,20.8615384615385,156.668126191167,SMAD2;CDKN1A;TGFB1
BP-SMAD complex (human),1/8,0.0268829840764005,0.0287498579705949,0,0,42.4840085287846,153.63329523077,TGFBI
retinoate biosynthesis I Homo sapiens PWY-6872,1/8,0.0268829840764005,0.0448049734606674,0,0,42.4840085287846,153.63329523077,ALDH1A1
fatty acid activation Homo sapiens PWY-5143,1/8,0.0268829840764005,0.0448049734606674,0,0,42.4840085287846,153.63329523077,ACSL4
sphingomyelin metabolism/ceramide salvage Homo sapiens PWY3DJ-11281,1/8,0.0268829840764005,0.0448049734606674,0,0,42.4840085287846,153.63329523077,SMPD1
chondroitin sulfate biosynthesis (late stages) Homo sapiens PWY-6567,1/8,0.0268829840764005,0.0448049734606674,0,0,42.4840085287846,153.63329523077,CHST2
Bacterial invasion of epithelial cells,4/77,0.000137194185684152,0.0150896562963693,0,0,17.0025684931507,151.222769242312,CDH1;ELMO1;ILK;ITGA5
Proteins Involved in Chronic Bronchitis,2/25,0.00324874640989989,0.0174505055978951,0,0,26.2305665349144,150.287665755723,TGFB1;ICAM1
Hereditary Hemorrhagic Telangiectasia,2/25,0.00324874640989989,0.0174505055978951,0,0,26.2305665349144,150.287665755723,SMAD2;TGFB1
ADRBK1,2/25,0.00324874640989989,0.0234596385891706,0,0,26.2305665349144,150.287665755723,SMAD2;SNCA
Hepatocellular Carcinoma,5/112,3.96202442306675e-05,0.00127665231409929,0,0,14.7047915739505,149.050272389878,SMAD2;PDGFRA;CDKN1A;TGFB1;TCF4
Natural Killer Cell Precursor -> Natural Killer Cell Surface Expression Markers,4/78,0.000144241713888087,0.00334640776220362,0,0,16.7719594594595,148.33154652457,PDGFRA;ITGA5;STX11;ICAM1
Muscle contraction,3/49,0.000619226822158021,0.00956598676988942,0,0,19.952508361204,147.389955799643,ITGB5;TPM1;MYL9
Proteins Involved in Vitiligo,3/50,0.000657155534456632,0.00680625374972941,0,0,19.5270049099836,143.08588265054,TGFB1;DKK1;ICAM1
IL23A and IL17A Provoke Cancer-Associated Inflammation,2/26,0.00351177582639185,0.0181859819581006,0,0,25.1363636363636,142.061513186742,TGFB1;ICAM1
ROS and RNS in Vasoconstriction and Vasodilation Regulation,2/26,0.00351177582639185,0.0181859819581006,0,0,25.1363636363636,142.061513186742,SMPD1;MYL9
Endothelial Cell Dysfunction in Progressive Diabetic Nephropathy,2/26,0.00351177582639185,0.0181859819581006,0,0,25.1363636363636,142.061513186742,SMAD2;TGFB1
TGF-beta signaling in development,2/26,0.00351177582639185,0.0276013257933956,0,0,25.1363636363636,142.061513186742,SMAD2;TGFB1
Integrin family cell surface interactions,2/26,0.00351177582639185,0.0276013257933956,0,0,25.1363636363636,142.061513186742,ITGB5;ITGA5
Downregulation of TGF-beta receptor signaling Homo sapiens R-HSA-2173788,2/26,0.00351177582639185,0.0334594196792334,0,0,25.1363636363636,142.061513186742,SMAD2;TGFB1
Integrin family cell surface interactions Homo sapiens 1ca2bf67-6194-11e5-8ac5-06603eb7f303,2/26,0.00351177582639185,0.035507955577962,0,0,25.1363636363636,142.061513186742,ITGB5;ITGA5
Cell Cycle: G1/S Check Point  Homo sapiens h g1Pathway,2/26,0.00351177582639185,0.0409707179745716,0,0,25.1363636363636,142.061513186742,CDKN1A;TGFB1
Regulation of nuclear SMAD2/3 signaling Homo sapiens 246aac04-6195-11e5-8ac5-06603eb7f303,4/81,0.000166957026255302,0.00379827234730812,0,0,16.1160714285714,140.173948769523,SMAD2;CDKN1A;ITGB5;SERPINE1
Vascular Endothelial Cell Activation by Growth Factors,3/51,0.000696535896957325,0.00684730203788557,0,0,19.1192307692308,138.985168421018,TGFB1;TFPI;ICAM1
Hashimoto's Thyroiditis,3/51,0.000696535896957325,0.00684730203788557,0,0,19.1192307692308,138.985168421018,LYN;TGFB1;ICAM1
SMAD2/3 nuclear pathway,4/82,0.000175071938176284,0.00373486801442739,0,0,15.9086538461538,137.614844615153,SMAD2;CDKN1A;ITGB5;SERPINE1
Growth Factor Signaling in Hepatocellular Carcinoma,4/82,0.000175071938176284,0.00376080459786091,0,0,15.9086538461538,137.614844615153,SMAD2;PDGFRA;TGFB1;TCF4
LYN,4/82,0.000175071938176284,0.00971427938203167,0,0,15.9086538461538,137.614844615153,LYN;PECAM1;PAG1;SNCA
Epithelial to mesenchymal transition in colorectal cancer WP4239,6/160,1.73405120535697e-05,0.000766450632767783,0,0,12.4285714285714,136.247779992323,SMAD2;ZEB2;SPARC;TGFB1;CDH1;ITGA5
TGFBR -> MEF/MYOD/MYOG Signaling,2/27,0.00378442261491546,0.0194244700588581,0,0,24.129696969697,134.567988879069,SMAD2;TGFB1
Keratan sulfate biosynthesis Homo sapiens R-HSA-2022854,2/27,0.00378442261491546,0.0350826204571893,0,0,24.129696969697,134.567988879069,ST3GAL6;CHST2
Hippo-Merlin Signaling Dysregulation WP4541,5/120,5.51175441648107e-05,0.00174013960863188,0,0,13.6763285024155,134.11065835526,PDGFRA;CDH3;ITGB5;CDH1;ITGA5
Cell junction organization,4/84,0.000192150822839365,0.00391288948327435,0,0,15.509375,132.717288390502,CDH3;CDH1;ILK;LIMS1
Metastatic Colorectal Cancer,5/121,5.7342979010048e-05,0.00166294639129139,0,0,13.5577449370553,132.411175589549,SMAD2;CDKN1A;TGFB1;CDH1;TCF4
PTK2,6/163,1.92652763199462e-05,0.00174350750695513,0,0,12.189233614136,132.341023218216,SOCS2;LYN;PDGFRA;ITGB5;TGFB1I1;SNCA
Cardiac Progenitor Differentiation WP2406,3/53,0.000779740005095192,0.0106782371637569,0,0,18.3526153846154,131.341410009703,PDGFRA;TGFB1;DKK1
Cell junction organization Homo sapiens R-HSA-446728,4/86,0.000210400356185934,0.0045080742961453,0,0,15.1295731707317,128.094506803684,CDH3;CDH1;ILK;LIMS1
Proteins with Altered Expression in Ovarian Cancer,2/28,0.00406662030131277,0.0199884726674695,0,0,23.2004662004662,127.717244408189,PDGFRA;TGFB1
Proteins with Altered Expression in Prostate Cancer,2/28,0.00406662030131277,0.0199884726674695,0,0,23.2004662004662,127.717244408189,CDH1;ADAM9
EZH2 Methyltransferase Role in Cancer,2/28,0.00406662030131277,0.0199884726674695,0,0,23.2004662004662,127.717244408189,CDKN1A;CDH1
Androgen Receptor non-Genomic Signaling,2/28,0.00406662030131277,0.0199884726674695,0,0,23.2004662004662,127.717244408189,TGFB1I1;TCF4
BMP/TGF-beta Signaling Impairment in Pulmonary Hypertension,2/28,0.00406662030131277,0.0199884726674695,0,0,23.2004662004662,127.717244408189,SMAD2;TGFB1
Cell cycle: G1/S checkpoint,2/28,0.00406662030131277,0.0298663261473462,0,0,23.2004662004662,127.717244408189,CDKN1A;TGFB1
Nef in HIV-1 replication and disease pathogenesis,2/28,0.00406662030131277,0.0298663261473462,0,0,23.2004662004662,127.717244408189,AP1S2;ELMO1
The role of Nef in HIV-1 replication and disease pathogenesis Homo sapiens R-HSA-164952,2/28,0.00406662030131277,0.0367065990355337,0,0,23.2004662004662,127.717244408189,AP1S2;ELMO1
CAV1,5/125,6.6947333379083e-05,0.00364925068905484,0,0,13.1031746031746,125.942529577776,SMAD2;PDGFRA;ITGB5;CDH1;ILK
The Overlap Between Signal Transduction Pathways that Contribute to a Range of LMNA Laminopathies WP4879,3/55,0.00086901337221399,0.0106782371637569,0,0,17.6449704142012,124.36443430474,SMAD2;CDKN1A;TGFB1
Immunoglobulin Class-Switch Recombination Activation,2/29,0.00435830273978445,0.0210651299089582,0,0,22.3400673400673,121.433291414908,SMAD2;TGFB1
NOTCH Receptors Signaling,2/29,0.00435830273978445,0.0210651299089582,0,0,22.3400673400673,121.433291414908,CDKN1A;FURIN
Adherens junction actin cytoskeletal organization,2/29,0.00435830273978445,0.0308853381130779,0,0,22.3400673400673,121.433291414908,CDH3;CDH1
Hemostasis pathway,11/468,4.72077669274822e-07,5.287269895878e-05,0,0,8.22392414296134,119.790684945639,SRGN;LYN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;ITGA5;TFPI;CLU;GNG11
Epithelial to Mesenchymal Transition in Cancer: Overview,4/90,0.000250598529313239,0.00433178859414836,0,0,14.4229651162791,119.590299631157,PDGFRA;ZEB2;CDH1;SERPINE1
Hypertrophic cardiomyopathy,4/90,0.000250598529313239,0.0150896562963693,0,0,14.4229651162791,119.590299631157,TGFB1;ITGB5;TPM1;ITGA5
CASP8,5/130,8.06464240675102e-05,0.00364925068905484,0,0,12.575873015873,118.533087428298,LYN;SPARC;CDH3;CDH1;ILK
MITF as a Regulator of Melanoma Cell Development,3/57,0.000964526039967319,0.00852914477372678,0,0,16.9897435897436,117.974634151006,CDKN1A;CDH1;TCF4
Diffuse Large-B-Cell Lymphoma,4/91,0.000261453188498939,0.00433178859414836,0,0,14.2564655172414,117.605223755315,LYN;SMAD2;TGFB1;ICAM1
TGF-beta Signaling Pathway WP366,5/132,8.66927929582881e-05,0.00212878969375352,0,0,12.376577927759,115.759863651388,SMAD2;CDKN1A;ZEB2;TGFB1;TGFB1I1
Adherens Junction Assembly (Cadherins),2/30,0.00465940411292557,0.0219711738658279,0,0,21.5411255411255,115.651453393229,CDH3;CDH1
WNT Canonical Signaling,2/30,0.00465940411292557,0.0219711738658279,0,0,21.5411255411255,115.651453393229,TCF4;DKK1
Dopaminergic Neurogenesis WP2855,2/30,0.00465940411292557,0.0321790096548922,0,0,21.5411255411255,115.651453393229,TGFB1;ALDH1A1
Extracellular vesicle-mediated signaling in recipient cells WP2870,2/30,0.00465940411292557,0.0321790096548922,0,0,21.5411255411255,115.651453393229,SMAD2;TGFB1
Proteins with Altered Expression in Cancer-Associated Evading of Growth Suppressors,3/58,0.00101467411963301,0.00852914477372678,0,0,16.68,114.978372211125,SMAD2;CDH1;ILK
Signaling events mediated by focal adhesion kinase Homo sapiens 8fb80085-6195-11e5-8ac5-06603eb7f303,3/58,0.00101467411963301,0.0153892241477674,0,0,16.68,114.978372211125,ITGB5;ELMO1;ITGA5
Endometrial cancer,3/58,0.00101467411963301,0.0204203166576144,0,0,16.68,114.978372211125,CDKN1A;CDH1;ILK
Proteins Involved in Spontaneous Abortion,4/93,0.000284170403435671,0.00433733773664971,0,0,13.934691011236,113.789801772654,CDH3;TGFB1;CDH1;SERPINE1
RSmad complex (human),1/10,0.0334917127632155,0.0353268751064054,0,0,33.0398009950249,112.218271659734,SMAD2
Proteins Involved in Breast Cancer Related to NOTCH Signaling Pathway,2/31,0.00496985892934845,0.0225196732736102,0,0,20.7972831765935,110.316356513446,SMAD2;CDH1
Leukocyte Adhesion to Endothelial Cell,2/31,0.00496985892934845,0.0225196732736102,0,0,20.7972831765935,110.316356513446,PECAM1;ICAM1
Keratan sulfate/keratin metabolism,2/31,0.00496985892934845,0.0332312955275837,0,0,20.7972831765935,110.316356513446,ST3GAL6;CHST2
Syndecan-4-mediated signaling events Homo sapiens 076bc549-6196-11e5-8ac5-06603eb7f303,2/31,0.00496985892934845,0.0361372769319662,0,0,20.7972831765935,110.316356513446,ITGA5;TFPI
Adherens junctions interactions Homo sapiens R-HSA-418990,2/31,0.00496985892934845,0.0426165403191629,0,0,20.7972831765935,110.316356513446,CDH3;CDH1
Proteins Involved in Multiple Myeloma,3/60,0.00111985555442621,0.00914811579672115,0,0,16.0931174089069,109.345580549544,TGFB1;DKK1;ICAM1
Dilated cardiomyopathy,4/96,0.000320856322451499,0.0150896562963693,0,0,13.4782608695652,108.426100429539,TGFB1;ITGB5;TPM1;ITGA5
Proteins Involved in Periodontitis,3/61,0.00117492886629782,0.00946470475628803,0,0,15.8148541114058,106.695667196858,TGFB1;SERPINE1;CTSC
NEK6 human kinase ARCHS4 coexpression,8/299,7.71582522244549e-06,0.000163575494715844,0,0,8.99931271477663,105.942043145826,CDKN1A;TGFB1;ITGB5;ADAM9;FURIN;TGFBI;TNS3;ICAM1
PDGFRA human kinase ARCHS4 coexpression,8/299,7.71582522244549e-06,0.000163575494715844,0,0,8.99931271477663,105.942043145826,SPARC;TGFB1I1;ADAM9;EMILIN1;LRRC32;NID1;MYL9;LTBP1
TIE1 human kinase ARCHS4 coexpression,8/299,7.71582522244549e-06,0.000163575494715844,0,0,8.99931271477663,105.942043145826,HHEX;SERPINE1;PECAM1;ITGA5;LRRC32;NID1;GNG11;ELK3
RIOK3 human kinase ARCHS4 coexpression,8/299,7.71582522244549e-06,0.000163575494715844,0,0,8.99931271477663,105.942043145826,LYN;MBNL1;ZNF185;CA2;TMEM40;LYST;GNG11;LIMS1
DNA Damage Checkpoint Impairment in Cancer,2/32,0.00528960202485264,0.0234196120184315,0,0,20.1030303030303,105.38033146319,CDKN1A;TGFB1
Myostatin-IGF1 Crosstalk in Skeletal Muscles in Muscular Dystrophies,2/32,0.00528960202485264,0.0234196120184315,0,0,20.1030303030303,105.38033146319,SMAD2;CDKN1A
Alpha-synuclein signaling,2/32,0.00528960202485264,0.0342934573060943,0,0,20.1030303030303,105.38033146319,LYN;SNCA
Syndecan 4 pathway,2/32,0.00528960202485264,0.0342934573060943,0,0,20.1030303030303,105.38033146319,ITGA5;TFPI
Hair Follicle Development: Organogenesis - Part 2 of 3 WP2839,2/32,0.00528960202485264,0.0343824131615421,0,0,20.1030303030303,105.38033146319,PDGFRA;CDH1
Alpha-synuclein signaling Homo sapiens 588134bc-6187-11e5-8ac5-06603eb7f303,2/32,0.00528960202485264,0.0361372769319662,0,0,20.1030303030303,105.38033146319,LYN;SNCA
Keratan sulfate/keratin metabolism Homo sapiens R-HSA-1638074,2/32,0.00528960202485264,0.0431984165362965,0,0,20.1030303030303,105.38033146319,ST3GAL6;CHST2
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription Homo sapiens R-HSA-2173796,2/32,0.00528960202485264,0.0431984165362965,0,0,20.1030303030303,105.38033146319,SMAD2;SERPINE1
Pathways Regulating Hippo Signaling WP4540,4/98,0.000347124446104848,0.00697404568992467,0,0,13.1901595744681,105.070532016205,SMAD2;PDGFRA;CDH3;CDH1
Endoderm differentiation WP2853,5/141,0.000118339471720328,0.00261530232501924,0,0,11.5522875816993,104.455243491181,SMAD2;HHEX;TGFB1;TCF4;DKK1
Signaling events mediated by focal adhesion kinase,3/62,0.00123168346263976,0.0134583949088442,0,0,15.5460234680574,104.148615733256,ITGB5;ELMO1;ITGA5
Proteins Involved in Colorectal Neoplasms,4/99,0.000360820083725986,0.00498275353716837,0,0,13.0506578947368,103.454276162826,CDKN1A;SPARC;TGFB1;CDH1
Senescence and autophagy,4/99,0.000360820083725986,0.00671817741194878,0,0,13.0506578947368,103.454276162826,CDKN1A;SPARC;TGFB1;SERPINE1
Dilated cardiomyopathy,4/100,0.000374898293077499,0.00671817741194878,0,0,12.9140625,101.877176689907,TGFB1;ITGB5;TPM1;ITGA5
Endometrial cancer WP4155,3/63,0.00129013869956159,0.0129600296637778,0,0,15.2861538461538,101.698866336081,CDKN1A;CDH1;ILK
Syndecan 2 pathway,2/33,0.00561856855441298,0.0354523762306622,0,0,19.4535679374389,100.802131872765,TGFB1;ITGA5
Regucalcin in proximal tubule epithelial kidney cells WP4838,2/33,0.00561856855441298,0.0354772471578648,0,0,19.4535679374389,100.802131872765,SMAD2;TGFB1
Syndecan-2-mediated signaling events Homo sapiens fe05ead7-6195-11e5-8ac5-06603eb7f303,2/33,0.00561856855441298,0.0361372769319662,0,0,19.4535679374389,100.802131872765,TGFB1;ITGA5
Phospholipids as signalling intermediaries Homo sapiens h edg1Pathway,2/33,0.00561856855441298,0.0491624748511136,0,0,19.4535679374389,100.802131872765,PDGFRA;SMPD1
Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1) (human),1/11,0.0367794749552908,0.0382705347507756,0,0,29.734328358209,98.2069956829315,CDH1
Androgens in Sebocyte Maturation,3/65,0.00141222729324331,0.0107775240800147,0,0,14.7915632754342,97.0709235281661,FADS2;TGFB1;DKK1
HPV Infection and Cancer,3/65,0.00141222729324331,0.0107775240800147,0,0,14.7915632754342,97.0709235281661,CDKN1A;CDH1;FURIN
Type 2 papillary renal cell carcinoma WP4241,2/34,0.00595669399977466,0.0357945164306588,0,0,18.844696969697,96.5458987042041,CDKN1A;TGFB1
IL8- and CXCR2-mediated signaling events Homo sapiens fe78e284-6193-11e5-8ac5-06603eb7f303,2/34,0.00595669399977466,0.0361372769319662,0,0,18.844696969697,96.5458987042041,LYN;ELMO1
EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663,2/34,0.00595669399977466,0.0464351373164252,0,0,18.844696969697,96.5458987042041,LYN;MYL9
Medulloblastoma,4/104,0.000435160368765727,0.00560873364186937,0,0,12.395,95.9347705645733,SMAD2;PDGFRA;CDKN1A;TGFB1
Myogenesis,6/200,6.06357389074282e-05,0.000337827688198528,0,0,9.84602593947456,95.6110763487818,CDKN1A;SPARC;TGFB1;ITGB5;FHL1;CLU
Complement,6/200,6.06357389074282e-05,0.000337827688198528,0,0,9.84602593947456,95.6110763487818,LYN;CA2;SERPINE1;ADAM9;CLU;CTSC
Degradation of the extracellular matrix Homo sapiens R-HSA-1474228,4/106,0.000467747869627406,0.00729261451282728,0,0,12.1507352941176,93.1667488673932,CDH1;ADAM9;FURIN;NID1
CD16/CD14 Proinflammatory Monocyte Activation,3/67,0.00154134461264645,0.0111747484416867,0,0,14.3278846153846,92.7744873696917,LYN;TGFB1;PECAM1
PPAR signaling pathway WP3942,3/67,0.00154134461264645,0.0131014292074948,0,0,14.3278846153846,92.7744873696917,FADS2;ILK;ACSL4
NOTCH1 Signaling in Breast Cancer,2/35,0.00630391415851973,0.0268843397936871,0,0,18.2727272727273,92.5803175676888,SMAD2;CDH1
Metabolic Effects of Oncogenes and Tumor Suppressor in Cancer Cells,3/68,0.00160858485426017,0.0115182619193938,0,0,14.1067455621302,90.7402366290939,FADS2;SLC2A3;TCF4
Amyloid fiber formation Homo sapiens R-HSA-977225,3/68,0.00160858485426017,0.019705164464687,0,0,14.1067455621302,90.7402366290939,FURIN;TGFBI;SNCA
Hemostasis Homo sapiens R-HSA-109582,11/552,2.36486496172682e-06,0.000135191446978717,0,0,6.91704770243539,89.6088978892069,SRGN;LYN;ABCC4;SPARC;TGFB1;SERPINE1;PECAM1;ITGA5;TFPI;CLU;GNG11
Integrin signalling pathway Homo sapiens P00034,5/156,0.000189951844874746,0.00308092227288175,0,0,10.3968253968254,89.0876932968319,ITGB5;ELMO1;ILK;ITGA5;LIMS1
EPCAM in Cancer Cell Motility and Proliferation,2/36,0.00666016515354542,0.0277906171874557,0,0,17.7344028520499,88.8779283569239,CDH1;DKK1
Immune Sustem Activation in Hashimoto's Thyroiditis,2/36,0.00666016515354542,0.0277906171874557,0,0,17.7344028520499,88.8779283569239,LYN;TGFB1
Phospholipids as signaling intermediaries,2/36,0.00666016515354542,0.0408733423121692,0,0,17.7344028520499,88.8779283569239,PDGFRA;SMPD1
PPAR signaling pathway,3/69,0.00167763677273377,0.0163858971721571,0,0,13.8923076923077,88.7769746210764,FADS2;ILK;ACSL4
Hodgkin Lymphoma,4/110,0.000538085756474798,0.00647680393490428,0,0,11.689858490566,87.9953234213437,LYN;SMAD2;TGFB1;ICAM1
Chronic Myeloid Leukemia,3/70,0.00174851803898486,0.0117923309605956,0,0,13.6842709529277,86.8812540696871,SMAD2;CDKN1A;TGFB1
Dilated Cardiomyopathy,3/70,0.00174851803898486,0.0117923309605956,0,0,13.6842709529277,86.8812540696871,SMAD2;TGFB1;TPM1
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850,2/37,0.00702538341963556,0.0378685301399868,0,0,17.2268398268398,85.4145562717153,SMAD2;ILK
miRNAs involvement in the immune response in sepsis WP4329,2/37,0.00702538341963556,0.0378685301399868,0,0,17.2268398268398,85.4145562717153,LCN2;ICAM1
Neovascularisation processes WP4331,2/37,0.00702538341963556,0.0378685301399868,0,0,17.2268398268398,85.4145562717153,SMAD2;TGFB1
Photodynamic therapy-induced HIF-1 survival signaling WP3614,2/37,0.00702538341963556,0.0378685301399868,0,0,17.2268398268398,85.4145562717153,SERPINE1;SLC2A3
Thyroid cancer,2/37,0.00702538341963556,0.0393034007646898,0,0,17.2268398268398,85.4145562717153,CDKN1A;CDH1
Pancreatic Neuroendocrine Tumors,3/71,0.00182124609051164,0.0120036674147358,0,0,13.4823529411765,85.0498419026256,SMAD2;TGFB1;TCF4
Gastrin signaling pathway WP4659,4/114,0.000615643158714063,0.00907047587172053,0,0,11.2625,83.2618948515779,CDKN1A;CDH1;SERPINE1;TCF4
U251 Secretory S3 30609389,7/280,4.57192737122864e-05,0.0026974371490249,0,0,8.26355611601513,82.5776386289313,SMPD1;SERPINE1;ACSL4;TFPI;CLU;DKK1;LTBP1
Striated Muscle Contraction Pathway WP383,2/38,0.00739950571278761,0.0389354943458586,0,0,16.7474747474747,82.1688400298654,TPM1;MYL9
