Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
NOTCH1 Signaling in Breast Cancer,2/35,0.00134001243676377,0.0161154127263433,0,0,41.6635318704284,275.607445745744,CDH1;EP300
MEF2D role in T cell apoptosis,2/35,0.00134001243676377,0.0167980130465744,0,0,41.6635318704284,275.607445745744,PRKCB;EP300
Human gammaherpesvirus 4 BGLF4 protein (gene: BGLF4),8/404,1.35833804015648e-07,0.000115413455478629,0,0,17.1919191919192,271.835767724292,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;STK4;JAK2
Human herpesvirus 4 type 2 BGLF4,8/404,1.35833804015648e-07,0.000115413455478629,0,0,17.1919191919192,271.835767724292,PRKAB2;PRKCB;CTR9;UIMC1;PRKCD;EP300;STK4;JAK2
Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1) (human),1/11,0.016922534733464,0.0191491840404987,0,0,66.53,271.383130357804,CDH1
NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex (human),1/11,0.016922534733464,0.0191491840404987,0,0,66.53,271.383130357804,TLE4
Activation of PKC through G-protein coupled receptors Homo sapiens h pkcPathway,1/11,0.016922534733464,0.0459902490856293,0,0,66.53,271.383130357804,PRKCB
EPO Signaling Pathway Homo sapiens h epoPathway,1/11,0.016922534733464,0.0459902490856293,0,0,66.53,271.383130357804,JAK2
Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341,3/71,0.000179430714857874,0.00263763150841075,0,0,31.3566176470588,270.473448315081,VDR;PRKCB;PRKCD
Estrogen Effects on Pregnancy Gingivitis,2/36,0.00141746931304277,0.0166098327195012,0,0,40.4361054766734,265.215651285486,CDH1;EP300
Signaling by NOTCH,4/119,3.31071041852435e-05,0.00290514839225511,0,0,25.5768115942029,263.84431827792,TLE4;HDAC5;EP300;ARRB1
Type II interferon signaling (IFNG) WP619,2/37,0.00149702353547455,0.012163589844014,0,0,39.2788177339901,255.480289245992,PRKCD;JAK2
TERT Activation in Cancer,2/37,0.00149702353547455,0.0171034938927968,0,0,39.2788177339901,255.480289245992,MAX;EP300
Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465,2/37,0.00149702353547455,0.0281483729732237,0,0,39.2788177339901,255.480289245992,CDH1;PRKCD
HIST1H3A,4/122,3.65018391774422e-05,0.00128364801107338,0,0,24.9227871939736,254.664725883014,PRKCD;EP300;TLK1;JAK2
Signaling by NOTCH Homo sapiens R-HSA-157118,4/122,3.65018391774422e-05,0.00237261954653374,0,0,24.9227871939736,254.664725883014,TLE4;HDAC5;EP300;ARRB1
Monkeypox virus Zaire-96-I-16 Ser/Thr kinase (gene: C16L),6/250,2.03526462331954e-06,0.000442730513101811,0,0,19.4016393442623,254.256246820551,PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
Proteins Involved in Myocardial Ischemia,6/252,2.13136623923395e-06,0.000974034371329915,0,0,19.2419512195122,251.275779631305,KMT2A;PRKCB;PRKCD;ARRB1;STK4;JAK2
CXC Chemokine Receptor Signaling,3/75,0.000211099099822834,0.00716654967461057,0,0,29.608630952381,250.583258201602,PRKCB;PRKCD;JAK2
PPP2CA,5/184,8.73338919400582e-06,0.000566302304201651,0,0,21.2612806188225,247.658987767716,HDAC5;VDR;PRKCB;PRKCD;JAK2
BMAL1-CLOCK/NPAS2 activates circadian expression,2/38,0.00157866884177669,0.0184704254487872,0,0,38.1858237547893,246.343366349648,CHD9;EP300
Mast-Cell Activation in Asthma,3/76,0.000219544191344744,0.00716654967461057,0,0,29.2015655577299,245.992733128358,PRKCB;PRKCD;JAK2
E2F-6 complex (human),1/12,0.0184471364708874,0.0203391504679015,0,0,60.4787878787879,241.482493848957,MAX
CDC14A,1/12,0.0184471364708874,0.0245961819611832,0,0,60.4787878787879,241.482493848957,CDH1
MARK2,1/12,0.0184471364708874,0.0344346547456565,0,0,60.4787878787879,241.482493848957,HDAC5
Cell to Cell Adhesion Signaling Homo sapiens h cell2cellPathway,1/12,0.0184471364708874,0.0459902490856293,0,0,60.4787878787879,241.482493848957,CDH1
CARM1 and Regulation of the Estrogen Receptor Homo sapiens h carm-erPathway,1/12,0.0184471364708874,0.0459902490856293,0,0,60.4787878787879,241.482493848957,EP300
IL 3 signaling pathway Homo sapiens h il3Pathway,1/12,0.0184471364708874,0.0459902490856293,0,0,60.4787878787879,241.482493848957,JAK2
Oxytocin receptor mediated signaling pathway Homo sapiens P04391,2/39,0.00166239898303337,0.0108769192397396,0,0,37.1519105312209,237.753411791154,PRKCB;PRKCD
TRPM4/6/7/8 Signaling in Arterial Hypertension (Hypothesis),2/39,0.00166239898303337,0.0180884841725298,0,0,37.1519105312209,237.753411791154,PRKCD;JAK2
Podocyte Dysfunction in Diabetic Nephropathy,2/39,0.00166239898303337,0.0180884841725298,0,0,37.1519105312209,237.753411791154,PRKCB;JAK2
Regulation of nuclear beta catenin signaling and target gene transcription Homo sapiens 1590a3b3-6195-11e5-8ac5-06603eb7f303,3/79,0.000246185449543242,0.00301504119538042,0,0,28.0446428571429,233.034868984202,TLE4;CDH1;EP300
STAT3,5/192,1.07355887052446e-05,0.000566302304201651,0,0,20.3434800493624,232.76900604268,PRKCB;CTR9;PRKCD;EP300;JAK2
Proteins Involved in T-Cell Acute Lymphoblastic Leukemia,2/40,0.0017482077236045,0.0185797890624943,0,0,36.1724137931034,229.664593734864,KMT2A;JAK2
PAC1 receptor pathway,2/40,0.0017482077236045,0.0191955877778199,0,0,36.1724137931034,229.664593734864,PRKCB;PRKCD
PKMTs methylate histone lysines Homo sapiens R-HSA-3214841,2/40,0.0017482077236045,0.0284083755085731,0,0,36.1724137931034,229.664593734864,ATF7IP;KMT2A
Nuclear beta-catenin signaling and target gene transcription regulation,3/80,0.000255509192582786,0.00560523291228488,0,0,27.6790352504638,228.967959418865,TLE4;CDH1;EP300
EP300,7/357,9.89824175596284e-07,0.000208852901050816,0,0,16.3491666666667,226.039303189715,MAX;CDH1;VDR;ZBTB16;PRKCD;EP300;NAP1L1
Regulation of nuclear SMAD2/3 signaling Homo sapiens 246aac04-6195-11e5-8ac5-06603eb7f303,3/81,0.00026505856662685,0.00301504119538042,0,0,27.3228021978022,225.01857004446,MAX;VDR;EP300
up HS+LS 3min LPS vs ctrl RAW264.7 macrophage (Mouse) [20222745],3/81,0.00026505856662685,0.00384334921608932,0,0,27.3228021978022,225.01857004446,PRKAB2;PRKCD;STK4
Thyrotropin-releasing hormone receptor signaling pathway Homo sapiens P04394,2/41,0.00183608884094852,0.0108769192397396,0,0,35.2431476569408,222.035974820145,PRKCB;PRKCD
Vitamin D-sensitive calcium signaling in depression WP4698,2/41,0.00183608884094852,0.0122684118008833,0,0,35.2431476569408,222.035974820145,KDM3A;VDR
Bioactive peptide-induced signaling pathway,2/41,0.00183608884094852,0.0195293085809979,0,0,35.2431476569408,222.035974820145,PRKCB;JAK2
Glioblastoma signaling pathways WP2261,3/82,0.000274835936021782,0.00367280750865473,0,0,26.9755877034358,221.181913706857,PRKCB;PRKCD;EP300
SMAD2/3 nuclear pathway,3/82,0.000274835936021782,0.0056745537378615,0,0,26.9755877034358,221.181913706857,MAX;VDR;EP300
Acute Myeloid Leukemia,3/82,0.000274835936021782,0.0073994837730735,0,0,26.9755877034358,221.181913706857,KMT2A;KAT6A;JAK2
Vaccinia virus Ankara serine/threonine-protein kinase-like,3/82,0.000274835936021782,0.0184357052873559,0,0,26.9755877034358,221.181913706857,PRKCD;EP300;JAK2
Wnt signaling pathway Homo sapiens P00057,6/278,3.75669060570729e-06,0.000127727480594048,0,0,17.3797058823529,217.106801791251,TLE4;CDH1;PRKCB;PRKCD;EP300;ARRB1
HES1 promoter-Notch enhancer complex (human),1/13,0.0199694502608654,0.0214671590304303,0,0,55.4361111111111,216.952084672946,EP300
PKN1,1/13,0.0199694502608654,0.036073845632531,0,0,55.4361111111111,216.952084672946,HDAC5
Visual Signal Transduction Homo sapiens h rhodopsinPathway,1/13,0.0199694502608654,0.0459902490856293,0,0,55.4361111111111,216.952084672946,ARRB1
Effects of calcineurin in Keratinocyte Differentiation Homo sapiens h calcineurinPathway,1/13,0.0199694502608654,0.0459902490856293,0,0,55.4361111111111,216.952084672946,PRKCB
Trka Receptor Signaling Pathway Homo sapiens h trkaPathway,1/13,0.0199694502608654,0.0459902490856293,0,0,55.4361111111111,216.952084672946,PRKCB
IL 6 signaling pathway Homo sapiens h il6Pathway,1/13,0.0199694502608654,0.0459902490856293,0,0,55.4361111111111,216.952084672946,JAK2
Melanocyte Development and Pigmentation Pathway Homo sapiens h melanocytepathway,1/13,0.0199694502608654,0.0459902490856293,0,0,55.4361111111111,216.952084672946,EP300
CHEK1,4/137,5.74254416408117e-05,0.00107194157729515,0,0,22.0952380952381,215.760510812684,CTR9;UIMC1;TLK1;STK4
Muscarinic acetylcholine receptor 1 and 3 signaling pathway Homo sapiens P00042,2/42,0.00192603612559377,0.0108769192397396,0,0,34.3603448275862,214.830881903165,PRKCB;PRKCD
BMAL1:CLOCK,NPAS2 activates circadian gene expression Homo sapiens R-HSA-1368108,2/42,0.00192603612559377,0.0294570230973164,0,0,34.3603448275862,214.830881903165,CHD9;EP300
Proteins Involved in Prostate Cancer,4/138,5.90758038541216e-05,0.00546797669792624,0,0,21.9292426755113,213.518218735926,CDH1;VDR;EP300;JAK2
STAT1,4/139,6.07605478471601e-05,0.00174142236364456,0,0,21.7657064471879,211.313881675338,VDR;PRKCD;EP300;JAK2
IL-6 signaling pathway WP364,2/43,0.00201804338139322,0.0123605157110335,0,0,33.5206055508831,208.016370172042,PRKCD;JAK2
Growth hormone receptor signaling,2/43,0.00201804338139322,0.0202380921962577,0,0,33.5206055508831,208.016370172042,PRKCB;JAK2
PI3K class IB pathway in neutrophils,2/43,0.00201804338139322,0.0202380921962577,0,0,33.5206055508831,208.016370172042,PRKCB;PRKCD
Cercopithecine alphaherpesvirus 2 tegument serine/threonine protein kinase (gene: UL13),7/377,1.42372505048677e-06,0.000431922664296061,0,0,15.4496621621622,207.986964870898,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
Mast-Cell Activation via IgE Signaling,3/86,0.000316272256776177,0.00800372611512327,0,0,25.6703958691911,206.875336640049,PRKCB;PRKCD;JAK2
NCOR1,4/142,6.60254924604572e-05,0.00174142236364456,0,0,21.2893183038111,204.919687013305,HDAC5;VDR;ZBTB16;EP300
CC Chemokine Receptor Signaling,3/88,0.000338419029096839,0.00800372611512327,0,0,25.0638655462185,200.291006475676,PRKCB;PRKCD;JAK2
H322 Nuclear N4 30609389,11/893,4.92420329516326e-08,2.2651335157751e-06,0,0,11.9023242630385,200.27467642817,TLE4;ATF7IP;KDM3A;MBD5;CHD9;MAX;CTR9;TET2;EP300;TLK1;PADI4
Cowpox virus CPXV057 protein (gene: CPXV057 CDS),7/387,1.69447887130663e-06,0.000431922664296061,0,0,15.0354166666667,199.792651183487,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
WINAC complex (human),1/14,0.0214894793855566,0.0220011336566413,0,0,51.1692307692308,196.499660131609,VDR
DRIP complex (human),1/14,0.0214894793855566,0.0220011336566413,0,0,51.1692307692308,196.499660131609,VDR
JAK/STAT signaling pathway Homo sapiens P00038,1/14,0.0214894793855566,0.0384548578478381,0,0,51.1692307692308,196.499660131609,JAK2
Transcription Regulation by Methyltransferase of CARM1 Homo sapiens h carm1Pathway,1/14,0.0214894793855566,0.0480353068618323,0,0,51.1692307692308,196.499660131609,EP300
G alpha (z) signaling events,2/45,0.00220821308772026,0.0215300776052726,0,0,31.9582999198075,195.443272911183,PRKCB;PRKCD
MARK3 human kinase ARCHS4 coexpression,6/299,5.70684968116517e-06,0.000259090975524899,0,0,16.1168600682594,194.59244466276,MBD5;KMT2A;KAT6A;USP12;EP300;JAK2
BRAF human kinase ARCHS4 coexpression,6/299,5.70684968116517e-06,0.000259090975524899,0,0,16.1168600682594,194.59244466276,KDM3A;KMT2A;CHD9;KAT6A;TET2;EP300
up HS+LS 10min LPS vs ctrl RAW264.7 macrophage (Mouse) [20222745],3/90,0.000361542706024414,0.0041938953898832,0,0,24.4852216748768,194.048574345848,PRKAB2;PRKCD;STK4
Human betacoronavirus 2c Jordan-N3/2012 ORF1a protein (gene: ORF1ab),3/91,0.000373476562194873,0.0244100450521726,0,0,24.205762987013,191.047743703822,APOBEC3C;UIMC1;EP300
PPP1CA,2/46,0.00230636321186049,0.00922545284744195,0,0,31.230407523511,189.63363791907,PRKCB;STK4
5HT2 type receptor mediated signaling pathway Homo sapiens P04374,2/46,0.00230636321186049,0.0108769192397396,0,0,31.230407523511,189.63363791907,PRKCB;PRKCD
IL6-mediated signaling events Homo sapiens e684d5d2-6193-11e5-8ac5-06603eb7f303,2/46,0.00230636321186049,0.0174899210232754,0,0,31.230407523511,189.63363791907,PRKCD;JAK2
down 3min cross-link ZAP-70 null vs reconstituted Jurkat (Human) [19605366],2/46,0.00230636321186049,0.0189442571275681,0,0,31.230407523511,189.63363791907,PRKCD;STK4
G alpha (z) signalling events Homo sapiens R-HSA-418597,2/46,0.00230636321186049,0.0333141352824293,0,0,31.230407523511,189.63363791907,PRKCB;PRKCD
Human betacoronavirus 2c EMC/2012 ORF1a (gene: orf1ab),3/92,0.000385661436446693,0.0245762750375655,0,0,23.9325842696629,188.123291579814,APOBEC3C;UIMC1;EP300
Integrated breast cancer pathway WP1984,4/152,8.59942969045159e-05,0.00235873756639094,0,0,19.8408408408408,185.734666150984,MAX;CDH1;ZMYND8;EP300
Integrated breast cancer pathway,4/152,8.59942969045159e-05,0.00335377757927612,0,0,19.8408408408408,185.734666150984,MAX;CDH1;ZMYND8;EP300
Corticotropin-releasing hormone signaling pathway WP2355,3/93,0.000398099569735807,0.00487671972926363,0,0,23.6654761904762,185.27247899714,PRKCB;PRKCD;ARRB1
Energy Metabolism WP1541,2/47,0.00240654865400202,0.0141505060855319,0,0,30.5348659003831,184.111856472173,PRKAB2;EP300
Horsepox virus HSPV050 (Ser/Thr kinase; Provisional),7/414,2.64949779292157e-06,0.000442730513101811,0,0,14.0186322686323,180.015225850805,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
Vaccinia virus Ankara Serine/threonine-protein kinase 2,7/414,2.64949779292157e-06,0.000442730513101811,0,0,14.0186322686323,180.015225850805,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
Betacoronavirus England 1 ORF1a protein (gene: orf1ab),3/95,0.000423744521726373,0.025119181066989,0,0,23.1486801242236,179.781442348459,APOBEC3C;UIMC1;EP300
Human betacoronavirus 2c England-Qatar/2012 ORF1a,3/95,0.000423744521726373,0.025119181066989,0,0,23.1486801242236,179.781442348459,APOBEC3C;UIMC1;EP300
CSNK2A2,5/229,2.51043257088004e-05,0.000702921119846412,0,0,16.951407967033,179.557286920265,MAX;CDH1;VDR;CTR9;STK4
IL12 and Stat4 Dependent Signaling Pathway in Th1 Development Homo sapiens h IL12Pathway,1/15,0.0230072271319288,0.0485708128340718,0,0,47.5119047619048,179.212381370596,JAK2
IL-7 Signal Transduction Homo sapiens h il7Pathway,1/15,0.0230072271319288,0.0485708128340718,0,0,47.5119047619048,179.212381370596,EP300
Notch-mediated HES/HEY network Homo sapiens 8ee56389-6194-11e5-8ac5-06603eb7f303,2/48,0.00250876328340038,0.0175613429838027,0,0,29.8695652173913,178.857921930788,EP300;JAK2
HES/HEY pathway,2/48,0.00250876328340038,0.0225788695506034,0,0,29.8695652173913,178.857921930788,EP300;JAK2
Energy metabolism,2/48,0.00250876328340038,0.0225788695506034,0,0,29.8695652173913,178.857921930788,PRKAB2;EP300
Negative Acute Phase Proteins Synthesis,2/48,0.00250876328340038,0.0248779468600535,0,0,29.8695652173913,178.857921930788,VDR;JAK2
Human alphaherpesvirus 2 tegument serine/threonine protein kinase (gene: UL13),7/417,2.77900675152177e-06,0.000442730513101811,0,0,13.9139227642276,178.006615718666,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
Wnt signaling pathway,5/231,2.61730066616216e-05,0.00290514839225511,0,0,16.7996936691627,177.249904871103,TLE4;PRKCB;PRKCD;EP300;ARRB1
IRS1,4/157,9.74772884508838e-05,0.0018697916239215,0,0,19.1876059065602,177.214639506493,CDH1;PRKCB;PRKCD;JAK2
B Cell Receptor Signaling Pathway WP23,3/97,0.000450429125065622,0.00509331395266511,0,0,22.6538753799392,174.555128388526,MAX;PRKCB;PRKCD
Interferon-gamma signaling pathway,3/97,0.000450429125065622,0.00857487054352802,0,0,22.6538753799392,174.555128388526,PRKCD;EP300;JAK2
Fc gamma R-mediated phagocytosis,3/97,0.000450429125065622,0.0121549010465611,0,0,22.6538753799392,174.555128388526,PRKCB;PRKCD;ACTR3B
Human betaherpesvirus 6 U69, ganciclovir kinase, phosphotransferase (gene: U69),8/538,1.18955801167143e-06,0.000431922664296061,0,0,12.7573420836751,174.034751599406,PRKAB2;PRKCB;CTR9;PRKCD;EP300;TLK1;STK4;JAK2
Human betaherpesvirus 6A tegument serine/threonine protein kinase (gene: U69),8/538,1.18955801167143e-06,0.000431922664296061,0,0,12.7573420836751,174.034751599406,PRKAB2;PRKCB;CTR9;PRKCD;EP300;TLK1;STK4;JAK2
down 2min cross-link ZAP-70 null vs reconstituted Jurkat (Human) [19605366],2/49,0.00261300098311284,0.0189442571275681,0,0,29.2325752017608,173.853605814568,PRKCD;STK4
Insulin Resistance in Hepatocytes,2/49,0.00261300098311284,0.0248779468600535,0,0,29.2325752017608,173.853605814568,PRKCD;JAK2
Mesangial Cell Dysfunction in Diabetic Nephropathy,2/49,0.00261300098311284,0.0248779468600535,0,0,29.2325752017608,173.853605814568,PRKCB;PRKCD
Mitochondrial biogenesis Homo sapiens R-HSA-1592230,2/49,0.00261300098311284,0.0338109150417007,0,0,29.2325752017608,173.853605814568,PRKAB2;CHD9
Human alphaherpesvirus 1 tegument serine/threonine protein kinase (gene: UL13),7/424,3.10193734938364e-06,0.000465108135504641,0,0,13.6754596322942,173.452469203011,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
Wnt signaling pathway and pluripotency,3/98,0.000464166781558497,0.00857487054352802,0,0,22.4142857142857,172.035619117808,PRKCB;PRKCD;EP300
Pathways in cancer,6/325,9.18864468524968e-06,0.00161260714226132,0,0,14.7836990595611,171.454572378831,MAX;CDH1;PRKCB;ZBTB16;EP300;STK4
Variola virus Ser/Thr kinase (gene: C14L),7/429,3.35134246662172e-06,0.000474587330412154,0,0,13.5099723538705,170.308731991609,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
Proteins Involved in Colorectal Neoplasms,3/99,0.00047817091165542,0.0104059098393584,0,0,22.1796875,169.575739727627,CDH1;VDR;PRKCB
Type II interferon signaling (interferon-gamma),2/50,0.00271925564825044,0.0238614683133976,0,0,28.6221264367816,169.082266561275,PRKCD;JAK2
Neutrophil Activation via FCGR3B,2/50,0.00271925564825044,0.0253368074994354,0,0,28.6221264367816,169.082266561275,PRKCB;PRKCD
AGE-RAGE signaling pathway in diabetic complications,3/100,0.000492443679830411,0.0121549010465611,0,0,21.9499263622975,167.173502753114,PRKCB;PRKCD;JAK2
Macacine alphaherpesvirus 1 serine/threonine protein kinase US3 (gene: US3),10/833,2.97557569774043e-07,0.000189618561338509,0,0,11.0779378580108,166.475462791898,PRKAB2;PRKCB;ZMYND8;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
Chemokine signaling pathway WP3929,4/164,0.000115376258401337,0.00235873756639094,0,0,18.3416666666667,166.309613499011,PRKCB;PRKCD;ARRB1;JAK2
CCKR signaling map ST Homo sapiens P06959,4/165,0.000118115141759837,0.00200795740991724,0,0,18.2268230963883,164.84066557296,CDH1;PRKCB;PRKCD;JAK2
ESR1 Signaling in Breast Cancer,2/51,0.0028275211870267,0.0253368074994354,0,0,28.036593947924,164.528682262451,EP300;JAK2
Myocardial Remodeling,2/51,0.0028275211870267,0.0253368074994354,0,0,28.036593947924,164.528682262451,PRKCD;ARRB1
Apoptotic execution  phase Homo sapiens R-HSA-75153,2/51,0.0028275211870267,0.0338109150417007,0,0,28.036593947924,164.528682262451,CDH1;PRKCD
Hypoxia-Inducible Factor in the Cardiovascular System Homo sapiens h hifPathway,1/16,0.0245226967845343,0.0486873938486251,0,0,44.3422222222222,164.427885851853,EP300
Cadmium induces DNA synthesis and proliferation in macrophages Homo sapiens h cdMacPathway,1/16,0.0245226967845343,0.0486873938486251,0,0,44.3422222222222,164.427885851853,PRKCB
Vaccinia virus Ser/Thr kinase (gene: F10L),7/439,3.90070014967525e-06,0.000502480572477724,0,0,13.1904899691358,164.27903804342,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
RAF1,4/166,0.000120900948357961,0.00196231539257922,0,0,18.1133973479653,163.392606406856,PRKCB;PRKCD;ARRB1;JAK2
Wnt signaling pathway and pluripotency WP399,3/102,0.000521803733075229,0.00530423214190717,0,0,21.504329004329,162.534428730717,PRKCB;PRKCD;EP300
Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa Homo sapiens h pparaPathway,2/52,0.00293779152161205,0.0193170503785966,0,0,27.4744827586207,160.178903986919,PRKCB;EP300
Apoptotic execution  phase,2/52,0.00293779152161205,0.0248970061795132,0,0,27.4744827586207,160.178903986919,CDH1;PRKCD
PRKCD,3/104,0.000552264039865007,0.00386584827905505,0,0,21.0763790664781,158.104126519724,HDAC5;PRKCD;EP300
Papiine alphaherpesvirus 2 tegument serine/threonine protein kinase (gene: UL13),7/450,4.5899964567618e-06,0.000531813680376629,0,0,12.8557185854026,158.017753023396,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
PRKAA1,2/53,0.0030500605860942,0.0155275811655705,0,0,26.9344151453685,156.020126831303,HDAC5;EP300
Keratinocyte Differentiation Homo sapiens h keratinocytePathway,2/53,0.0030500605860942,0.0193170503785966,0,0,26.9344151453685,156.020126831303,PRKCB;PRKCD
Endocrine and other factor-regulated calcium reabsorption,2/53,0.0030500605860942,0.023330548556566,0,0,26.9344151453685,156.020126831303,VDR;PRKCB
Thrombin signaling through protease-activated receptors,2/53,0.0030500605860942,0.0248970061795132,0,0,26.9344151453685,156.020126831303,PRKCB;ARRB1
PI3K pathway,2/53,0.0030500605860942,0.0248970061795132,0,0,26.9344151453685,156.020126831303,PRKCB;PRKCD
Adipokines and Cytokines in Insulin Resistance in Skeletal Muscles,2/53,0.0030500605860942,0.0268053401508664,0,0,26.9344151453685,156.020126831303,PRKCD;JAK2
Monkeypox virus ser/thr protein kinase-like protein,3/105,0.000567912084763109,0.0329001796377537,0,0,20.8686974789916,155.963127403877,PRKCB;PRKCD;EP300
Macacine alphaherpesvirus 1 tegument serine/threonine protein kinase (gene: UL13),7/456,5.00699215699052e-06,0.000554905348181254,0,0,12.6800296956199,154.755643847613,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
Human alphaherpesvirus 1 serine/threonine protein kinase US3 (gene: US3),10/872,4.53565573403677e-07,0.000231227729321194,0,0,10.5551872721246,154.170395079144,PRKAB2;PRKCB;ZMYND8;CTR9;UIMC1;PRKCD;EP300;TLK1;STK4;JAK2
Proteins Involved in Obesity,3/106,0.000583841527304732,0.0116006773034027,0,0,20.6650485436893,153.869491681428,VDR;PRKCD;EP300
Endometrial Cancer,3/106,0.000583841527304732,0.0116006773034027,0,0,20.6650485436893,153.869491681428,CDH1;EP300;JAK2
Parathyroid hormone synthesis, secretion and action,3/106,0.000583841527304732,0.0121549010465611,0,0,20.6650485436893,153.869491681428,VDR;PRKCB;ARRB1
Human group 1 coronavirus associated with pneumonia ORF 1a,3/106,0.000583841527304732,0.0330713789577725,0,0,20.6650485436893,153.869491681428,APOBEC3C;UIMC1;EP300
TNFRSF1A,4/173,0.000141756595619808,0.00197660232482801,0,0,17.3570019723866,153.807321422367,PRKCB;PRKCD;NAP1L1;JAK2
VEGF signaling pathway Homo sapiens P00056,2/54,0.0031643223277354,0.0108769192397396,0,0,26.4151193633952,152.040576203559,PRKCB;PRKCD
IL-4 signaling pathway WP395,2/54,0.0031643223277354,0.0178905916221963,0,0,26.4151193633952,152.040576203559,EP300;JAK2
Non-small cell lung cancer,2/54,0.0031643223277354,0.0252426622053438,0,0,26.4151193633952,152.040576203559,PRKCB;STK4
G0/G1 Cell Cycle Phase Transition Activation in Cancer,2/54,0.0031643223277354,0.0272848170523599,0,0,26.4151193633952,152.040576203559,EP300;JAK2
Human coronavirus 229E full_polyprotein 1..4085,3/107,0.000600054456691309,0.0332295571590166,0,0,20.4653159340659,151.821744585802,APOBEC3C;UIMC1;EP300
Map Kinase Inactivation of SMRT Corepressor Homo sapiens h egfr smrtePathway,1/17,0.026035891626597,0.0486873938486251,0,0,41.56875,151.654407895734,ZBTB16
Aspirin Blocks Signaling Pathway Involved in Platelet Activation Homo sapiens h sppaPathway,1/17,0.026035891626597,0.0486873938486251,0,0,41.56875,151.654407895734,PRKCB
Human betaherpesvirus 7 tegument serine/threonine protein kinase (gene: U69),7/463,5.53301483119699e-06,0.000564146192188845,0,0,12.4809027777778,151.078553789474,PRKCB;CTR9;UIMC1;PRKCD;EP300;STK4;JAK2
Insulin resistance,3/108,0.00061655295163716,0.0121549010465611,0,0,20.269387755102,149.818470554006,PRKAB2;PRKCB;PRKCD
Molluscum contagiosum virus subtype 1 MC017L (gene: MC017L),5/260,4.60358464199373e-05,0.00355592037952788,0,0,14.867269984917,148.465899022051,PRKCB;CTR9;PRKCD;EP300;STK4
Yaba monkey tumor virus 142R,6/357,1.56594015161366e-05,0.00133052714882107,0,0,13.4140170940171,148.418575028504,PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
Th1-Cell Function in Systemic Lupus Erythematosus,2/55,0.0032805707069433,0.0277633483902424,0,0,25.9154196486662,148.229407329197,PRKCD;JAK2
Alzheimer disease-amyloid secretase pathway Homo sapiens P00003,2/56,0.00339879969707957,0.0108769192397396,0,0,25.4342273307791,144.576616218793,PRKCB;PRKCD
Thromboxane A2 receptor signaling Homo sapiens 27d5800d-6196-11e5-8ac5-06603eb7f303,2/56,0.00339879969707957,0.0213486199195673,0,0,25.4342273307791,144.576616218793,PRKCB;PRKCD
Thromboxane A2 receptor signaling,2/56,0.00339879969707957,0.0262802160104096,0,0,25.4342273307791,144.576616218793,PRKCB;PRKCD
Neutrophil Chemotaxis,2/56,0.00339879969707957,0.0282409356648247,0,0,25.4342273307791,144.576616218793,PRKCB;PRKCD
Human gammaherpesvirus 8 ORF36 (gene: ORF36),7/480,7.00539619106535e-06,0.000679570614229293,0,0,12.0218463706836,142.685248713258,PRKAB2;PRKCB;CTR9;PRKCD;EP300;STK4;JAK2
Human coronavirus 229E full_polyprotein 1..6758,3/112,0.000685443789318552,0.0363999212286039,0,0,19.521625163827,142.223708127648,APOBEC3C;UIMC1;EP300
Ectromelia virus ERPV serine/threonine kinase,7/482,7.19827641592425e-06,0.000679570614229293,0,0,11.97,141.744777298906,PRKAB2;PRKCB;UIMC1;PRKCD;EP300;STK4;JAK2
B cell activation Homo sapiens P00010,2/57,0.00351900328344516,0.0108769192397396,0,0,24.9705329153605,141.072960611524,PRKCB;PRKCD
p53 pathway Homo sapiens a0de862d-6194-11e5-8ac5-06603eb7f303,2/57,0.00351900328344516,0.0213486199195673,0,0,24.9705329153605,141.072960611524,PRKCD;EP300
Keratinocyte differentiation,2/57,0.00351900328344516,0.0262802160104096,0,0,24.9705329153605,141.072960611524,PRKCB;PRKCD
