Geneid	Br53_CTC_1
LINC00276	0
FAM84A	66
LOC101926952	0
NBAS	69
DDX1	64
LOC101926966	0
MYCNOS	0
MYCN	0
LOC101928129	0
FAM49A	0
RAD51AP2	0
LOC101928149	4
VSNL1	0
SMC6	34
GEN1	47
MSGN1	0
KCNS3	56
NT5C1B-RDH14	4
RDH14	5
LOC102724898	0
NT5C1B	0
FLJ41481	0
MIR4757	0
OSR1	0
LOC101928196	0
LINC00954	0
TTC32	10
LOC102724935	2
WDR35	0
AC079145.4	0
MATN3	0
LAPTM4A	457
SDC1	375
PUM2	75
RHOB	398
LOC102724948	0
HS1BP3-IT1	0
HS1BP3	86
GDF7	0
C2orf43	0
LOC101928271	0
APOB	0
LOC101929195	0
TDRD15	0
LOC100507562	0
LOC101929230	0
AC018742.1	0
LOC102723362	0
LOC101929251	0
LOC102723389	0
KLHL29	0
LOC102723401	0
ATAD2B	37
UBXN2A	26
MFSD2B	0
C2orf44	0
FKBP1B	0
SF3B14	69
LOC102723419	17
TP53I3	129
PFN4	0
FAM228B	1
FAM228A	0
ITSN2	39
NCOA1	54
PTRHD1	113
CENPO	47
ADCY3	13
DNAJC27	0
DNAJC27-AS1	18
EFR3B	21
POMC	0
DNMT3A	12
MIR1301	0
DTNB	0
LOC101929272	0
ASXL2	24
KIF3C	60
LOC102723485	0
RAB10	230
GAREML	0
HADHA	368
HADHB	171
GPR113	2
EPT1	58
DRC1	0
OTOF	0
C2orf70	0
CIB4	0
KCNK3	0
SLC35F6	628
CENPA	0
DPYSL5	0
MAPRE3	10
TMEM214	84
AGBL5-AS1	0
TRNAY4	0
TRNAA3	0
AGBL5	67
OST4	164
EMILIN1	0
KHK	0
CGREF1	33
ABHD1	1
PREB	11
C2orf53	0
TCF23	0
SLC5A6	784
ATRAID	278
CAD	81
SLC30A3	0
DNAJC5G	0
TRIM54	0
UCN	0
MPV17	112
GTF3C2	48
AC109828.1	1
EIF2B4	21
SNX17	79
ZNF513	0
PPM1G	48
FTH1P3	2
NRBP1	161
KRTCAP3	27
IFT172	3
FNDC4	0
GCKR	0
LOC102724921	0
C2orf16	0
ZNF512	0
CCDC121	0
GPN1	40
SUPT7L	3
SLC4A1AP	12
MRPL33	55
RBKS	0
BRE-AS1	1
BRE	40
MIR4263	0
LOC100505736	0
AC093690.1	0
FLJ31356	16
FOSL2	92
LOC102723530	0
PLB1	0
LOC100505774	0
PPP1CB	196
SPDYA	10
TRMT61B	47
WDR43	49
SNORD92	0
SNORD53	0
FAM179A	0
C2orf71	0
CLIP4	0
ALK	0
LOC101929386	0
LOC101929418	0
LOC101930384	0
YPEL5	205
LBH	0
LOC102723594	0
LOC285043	0
LCLAT1	0
CAPN13	168
GALNT14	0
LOC101929456	0
CAPN14	0
EHD3	0
XDH	4
SRD5A2	0
LOC101929477	0
MEMO1	5
DPY30	95
SPAST	47
SLC30A6	4
NLRC4	0
YIPF4	83
BIRC6	66
MIR558	0
TTC27	48
MIR4765	0
LINC00486	0
AL121656.5	0
LTBP1	63
MIR4430	0
RASGRP3	0
FAM98A	32
MYADML	0
MIR548AD	0
LOC100288911	0
CRIM1	65
LOC101929500	10
FEZ2	18
LOC101929521	0
VIT	1
STRN	32
HEATR5B	0
GPATCH11	0
EIF2AK2	0
SULT6B1	0
CEBPZ-AS1	1
CEBPZ	102
NDUFAF7	13
PRKD3	0
LOC101929542	0
QPCT	15
CDC42EP3	293
LINC00211	0
RMDN2	0
RMDN2-AS1	0
CYP1B1	0
CYP1B1-AS1	0
LOC102723739	0
ATL2	64
LOC100996902	0
AC016995.3	0
HNRNPLL	0
GALM	45
SRSF7	143
GEMIN6	45
DHX57	72
MORN2	2
ARHGEF33	0
LOC375196	0
SOS1	0
CDKL4	0
MAP4K3	13
AC007246.3	1
TMEM178A	0
THUMPD2	0
SLC8A1-AS1	0
SLC8A1	0
LOC101929667	0
LOC101929700	0
AC104654.1	0
LOC102723810	0
AC104654.2	0
C2orf91	0
PKDCC	0
LOC102723824	0
EML4	61
COX7A2L	97
KCNG3	0
MTA3	24
OXER1	0
HAAO	0
LOC102723845	0
TRNAI13	0
LOC102723854	0
LOC100506047	0
LOC101929763	0
ZFP36L2	171
LINC01126	0
THADA	0
PLEKHH2	0
LOC728819	0
DYNC2LI1	0
ABCG5	0
ABCG8	0
LRPPRC	157
LOC102723904	0
PPM1B	50
SLC3A1	8
PREPL	18
CAMKMT	0
LOC100130502	0
SIX3-AS1	0
SIX3	0
SIX2	0
LOC102723947	0
LINC01121	0
SRBD1	0
LOC102724965	0
PRKCE	0
LOC101926974	0
EPAS1	157
LOC101805491	0
TMEM247	0
ATP6V1E2	1
RHOQ	31
LOC100506142	1
PIGF	24
CRIPT	29
SOCS5	53
LINC01118	0
LINC01119	0
MCFD2	76
TTC7A	7
C2orf61	0
CALM2	900
AC073283.4	12
BCYRN1	0
EPCAM	508
MIR559	0
MSH2	2
KCNK12	0
MSH6	38
FBXO11	117
LOC100506235	0
LOC102724008	0
FOXN2	0
PPP1R21	25
STON1-GTF2A1L	0
STON1	0
GTF2A1L	0
LHCGR	0
FSHR	0
MIR548BA	0
NRXN1	0
LOC101927089	0
AC007682.1	0
MIR4431	0
ASB3	59
GPR75-ASB3	56
CHAC2	0
ERLEC1	86
MIR3682	0
GPR75	0
PSME4	30
LOC101927144	0
ACYP2	41
TSPYL6	0
C2orf73	0
LOC102724063	0
LOC102724072	0
SPTBN1	302
RPL23AP32	0
EML6	0
RTN4	148
CLHC1	0
RPS27A	289
MTIF2	0
PRORSD1P	0
CCDC88A	0
CCDC104	28
SMEK2	126
PNPT1	32
EFEMP1	0
MIR217	0
MIR216A	0
MIR216B	0
LOC101927165	0
AC007743.1	0
LOC101928647	0
CCDC85A	0
LOC101927213	0
LOC101927235	0
VRK2	24
FANCL	24
LINC01122	0
AC007131.1	0
MIR4432	0
LOC102724142	0
BCL11A	0
LOC102724155	0
PAPOLG	41
LINC01185	0
REL	33
PUS10	3
PEX13	104
KIAA1841	85
LOC339803	0
C2orf74	8
AHSA2	20
USP34	38
SNORA70B	0
XPO1	11
FAM161A	0
CCT4	174
COMMD1	26
B3GNT2	10
MIR5192	0
TMEM17	0
EHBP1	0
AC009501.4	0
OTX1	0
DBIL5P2	0
WDPCP	0
MDH1	106
UGP2	141
VPS54	16
PELI1	33
LINC00309	0
AC074289.1	0
MIR4433B	0
MIR4433	0
LGALSL	0
LOC101927402	4
AFTPH	104
MIR4434	0
AC007365.1	0
SERTAD2	0
AC007880.1	0
AC007386.2	0
SLC1A4	103
LOC102724233	0
CEP68	55
LOC102724243	0
RAB1A	296
ACTR2	76
SPRED2	26
LOC102724258	0
LOC100996770	0
LOC101927533	0
MIR4778	0
MEIS1-AS3	0
MEIS1	0
MEIS1-AS2	0
AC007392.3	0
AC007392.4	0
AC007403.2	0
LOC102724321	0
LOC101927661	0
AC078941.1	0
LOC101927684	0
ETAA1	9
LOC102724373	0
AC010987.6	0
C1D	20
WDR92	82
PNO1	35
PPP3R1	11
LOC102724389	0
CNRIP1	0
LOC101927723	0
PLEK	0
FBXO48	0
APLF	0
PROKR1	0
ARHGAP25	0
BMP10	0
GKN2	0
GKN1	0
ANTXR1	39
MIR3126	0
GFPT1	0
NFU1	26
AAK1	45
SNORA36C	0
ANXA4	112
GMCL1	42
SNRNP27	18
MXD1	0
ASPRV1	0
PCBP1-AS1	0
PCBP1	213
LOC100133985	0
C2orf42	18
TIA1	68
TRNAG22	0
MIR1285-2	0
PCYOX1	0
SNRPG	30
FAM136A	57
TGFA	3
TGFA-IT1	0
ADD2	0
FIGLA	0
CLEC4F	0
CD207	0
VAX2	0
ATP6V1B1	0
AC007040.7	0
ANKRD53	0
TEX261	0
OR7E91P	0
NAGK	18
MCEE	2
MPHOSPH10	13
PAIP2B	0
ZNF638	261
ZNF638-IT1	0
DYSF	0
CYP26B1	0
EXOC6B	13
SPR	9
EMX1	0
SFXN5	14
LOC101927803	0
RAB11FIP5	49
NOTO	0
SMYD5	67
PRADC1	0
CCT7	132
FBXO41	0
LOC101927826	0
EGR4	14
ALMS1	23
ALMS1-IT1	18
NAT8	0
ALMS1P	0
NAT8B	0
TPRKB	20
DUSP11	22
C2orf78	0
STAMBP	57
ACTG2	0
DGUOK	98
DGUOK-AS1	23
TET3	11
BOLA3	2
BOLA3-AS1	0
MOB1A	38
MTHFD2	3
SLC4A5	0
DCTN1	174
DCTN1-AS1	0
C2orf81	0
WDR54	67
RTKN	117
INO80B	0
INO80B-WBP1	20
WBP1	20
MOGS	94
MRPL53	30
CCDC142	0
TTC31	20
LBX2	43
LBX2-AS1	56
PCGF1	2
TLX2	0
DQX1	0
AUP1	201
HTRA2	82
LOXL3	23
DOK1	0
M1AP	16
SEMA4F	0
LOC102724497	0
LOC102724482	0
HK2	5
LOC102724515	0
LOC101927861	0
POLE4	18
TACR1	0
MIR5000	0
EVA1A	0
AC007099.1	0
MRPL19	77
GCFC2	40
LRRTM4	0
AC079117.1	0
LOC101927967	0
AC073628.1	0
SNAR-H	0
AC012494.1	0
REG3G	0
REG1B	0
REG1A	0
REG1P	0
REG3A	0
AC010975.1	0
CTNNA2	0
MIR4264	0
MIR8080	0
LRRTM1	0
AC012075.2	0
LOC102724542	0
LOC1720	0
LOC101928031	0
FUNDC2P2	3
SUCLG1	51
DNAH6	0
TRABD2A	0
TMSB10	1526
KCMF1	41
LOC100996478	0
TCF7L1	7
LOC102724579	0
LOC100996506	1
TGOLN2	285
RETSAT	148
ELMOD3	21
CAPG	179
LOC101928082	0
SH2D6	0
LOC100630918	6
MAT2A	94
GGCX	54
VAMP8	357
VAMP5	71
RNF181	28
TMEM150A	0
USP39	0
C2orf68	22
SFTPB	0
GNLY	0
ATOH8	0
MIR6071	0
AC105053.3	0
ST3GAL5	19
LOC101928113	0
LOC90784	0
POLR1A	17
PTCD3	0
SNORD94	0
IMMT	93
MIR4779	0
MRPL35	8
REEP1	0
KDM3A	60
RNF103-CHMP3	246
CHMP3	252
RNF103	62
RMND5A	354
CD8A	0
CD8B	0
ANAPC1P1	0
LOC102723437	0
RGPD1	0
PLGLB1	0
LOC285074	0
LOC102724642	0
LOC102723467	0
LOC100996909	0
MIR4771-1	0
LOC102724689	0
LOC102723511	0
LOC101928173	0
LINC00152	15
LOC101928152	0
MIR4435-1	0
LOC101928214	0
LOC730268	0
PLGLB2	0
RGPD2	0
KRCC1	66
SMYD1	0
MIR4780	0
FABP1	0
LOC101928347	0
THNSL2	20
FOXI3	0
TEX37	0
AC104134.2	28
EIF2AK3	75
LOC101928403	0
LOC102724805	0
RPIA	0
ANKRD36BP2	0
LOC101928427	0
MIR4436A	0
LOC101928457	0
LOC102724839	0
LOC102724285	0
LOC101927050	0
LOC102724332	0
LOC101060017	0
LOC102724613	0
LOC102724633	0
LOC101926969	0
LOC654342	0
GGT8P	0
ACTR3BP2	0
LOC100133920	0
LOC100509620	0
FAM95A	0
ANKRD20A8P	0
LOC442028	0
TEKT4	0
LOC101926937	0
MAL	0
MRPS5	27
ZNF514	0
ZNF2	0
PROM2	101
KCNIP3	0
FAHD2A	6
TRIM43B	0
TRIM43	0
LOC101926959	0
LINC00342	4
ANKRD36C	172
FAHD2CP	3
GPAT2	20
ADRA2B	10
ASTL	0
DUSP2	335
STARD7	100
STARD7-AS1	22
TMEM127	63
CIAO1	22
SNRNP200	165
ITPRIPL1	0
NCAPH	0
NEURL3	0
ARID5A	401
LOC100996535	0
KANSL3	35
FER1L5	0
LMAN2L	103
CNNM4	2
MIR3127	0
LOC100506036	0
CNNM3	16
ANKRD23	0
ANKRD39	0
SEMA4C	22
FAM178B	0
LOC101927053	0
LOC102724453	0
FAHD2B	0
ANKRD36	10
AC159540.1	0
LOC102724469	0
AC159540.1-2	0
ANKRD36B	0
COX5B	180
ACTR1B	41
LINC01125	9
ZAP70	0
TMEM131	49
VWA3B	0
CNGA3	0
INPP4A	0
COA5	1
UNC50	17
MGAT4A	0
LOC102724486	0
LOC101927070	0
KIAA1211L	0
TSGA10	0
C2orf15	0
LIPT1	18
MITD1	82
MRPL30	43
LYG2	0
LYG1	0
LOC101927110	3
TXNDC9	66
EIF5B	147
REV1	6
AFF3	12
LINC01104	0
LONRF2	0
CHST10	0
NMS	0
PDCL3	22
NPAS2	0
AC016738.3	0
RPL31	342
TBC1D8	124
LOC100506286	0
LOC101927271	0
CNOT11	0
SNORD89	3
RNF149	212
MIR5696	0
CREG2	0
RFX8	0
MAP4K4	10
LINC01127	0
IL1R2	0
IL1R1	0
IL1RL2	0
IL1RL1	0
IL18R1	0
IL18RAP	0
MIR4772	0
SLC9A4	0
SLC9A2	0
MFSD9	131
TMEM182	0
LOC100287010	0
LOC101927331	0
LINC01102	0
LINC01103	0
LOC101927383	0
LINC01114	0
LINC01158	0
POU3F3	0
LOC101930523	0
LOC102724691	0
MRPS9	0
AC104655.2	0
GPR45	0
TGFBRAP1	3
LOC100506473	0
C2orf49	0
FHL2	70
LOC285000	0
NCK2	0
C2orf40	0
UXS1	59
PLGLA	0
RGPD3	0
LOC102724744	0
ST6GAL2	0
RGPD4-AS1	0
RGPD4	1
LOC102724762	0
SLC5A7	0
LOC102724774	0
SULT1C3	0
SULT1C2	0
SULT1C2P1	0
SULT1C4	0
GCC2	1
FLJ38668	0
LIMS1	15
RANBP2	78
CCDC138	0
EDAR	0
SH3RF3-AS1	0
SH3RF3	0
MIR4265	0
LOC102724819	0
MIR4266	0
LOC729164	0
SEPT10	81
SOWAHC	18
LOC100506563	0
RGPD5	0
LOC102724848	0
LIMS3-LOC440895	0
LIMS3	0
LOC440895	0
LINC01123	0
LOC102724860	0
MIR4267	0
MALL	0
MIR4436B1	0
NPHP1	0
LINC00116	10
RP11-1223D19.1	0
MIR4436B2	0
LINC01106	0
LOC100288570	0
LIMS3L	0
LOC102724875	0
RGPD6	0
BUB1	0
ACOXL	0
FLJ44006	0
BCL2L11	85
LOC101927260	0
LOC101927283	0
MIR4435-2	0
MIR4435-1HG	43
LOC101927306	0
ANAPC1	2
MIR4771-2	0
MERTK	0
TMEM87B	81
FBLN7	0
ZC3H8	14
ZC3H6	0
RGPD8	0
TTL	0
POLR1B	0
LOC101927330	15
CHCHD5	39
FLJ42351	0
SLC20A1	26
LOC102724955	0
CKAP2L	0
IL1A	0
IL1B	0
IL37	0
IL36G	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
IL1RN	0
PSD4	0
PAX8	6
PAX8-AS1	26
LOC101927382	0
LOC101927400	0
CBWD2	14
FOXD4L1	0
RP11-395L14.3	0
LOC729468	0
FAM138B	0
MIR1302-3	0
WASH2P	2
DDX11L2	0
RPL23AP7	0
RABL2A	15
SLC35F5	75
MIR4782	0
AC104653.1	0
ACTR3	223
LOC100499194	0
LINC01191	0
DPP10	0
DPP10-AS3	0
DPP10-AS1	0
DDX18	6
LOC102723398	0
CCDC93	40
LOC102723413	0
INSIG2	24
LOC100506797	0
LOC101927709	0
EN1	0
MARCO	20
C1QL2	0
STEAP3	103
C2orf76	36
DBI	85
TMEM37	0
SCTR	0
LOC101927734	0
PCDP1	0
TMEM177	100
LOC100125918	0
LOC101927764	0
PTPN4	7
EPB41L5	369
TMEM185B	0
RALB	113
INHBB	0
LINC01101	0
GLI2	0
TFCP2L1	0
CLASP1	167
RNU4ATAC	0
NIFK-AS1	0
NIFK	0
TSN	171
LOC101927801	0
CNTNAP5	0
GYPC	0
BIN1	13
CYP27C1	0
ERCC3	67
MAP3K2	69
LOC100506922	1
PROC	0
MIR4783	0
IWS1	45
MYO7B	0
LOC101927834	0
LIMS2	0
GPR17	0
SFT2D3	5
WDR33	42
POLR2D	25
AMMECR1L	38
LOC101928657	5
SAP130	0
UGGT1	90
LOC102723551	0
HS6ST1	0
LOC101927881	0
AC079586.1	0
LOC389033	0
AC079776.3	0
RAB6C-AS1	1
RAB6C	1
FAR2P1	0
POTEF	3
MED15P9	0
CCDC74B	0
SMPD4	50
MZT2B	26
TUBA3E	0
TRNAE26	0
CCDC115	101
IMP4	69
PTPN18	0
FAR2P2	0
CYP4F62P	0
POTEI	0
CFC1B	0
LOC646743	0
TISP43	0
CFC1	0
POTEJ	0
CYP4F30P	0
FAR2P3	0
GPR148	0
AMER3	0
ARHGEF4	0
FAM168B	118
PLEKHB2	194
POTEE	0
LOC440910	0
WTH3DI	1
LINC01120	0
LOC401010	7
MZT2A	2
TUBA3D	0
MIR4784	0
LOC150776	122
CCDC74A	0
POTEKP	1
LINC01087	1
LOC100507460	0
C2orf27A	0
C2orf27B	0
LOC101928067	0
LOC102723658	0
ANKRD30BL	0
MIR663B	0
ZNF806	0
FAM201B	0
GPR39	0
LYPD1	0
NCKAP5	0
LOC101928185	0
AC010890.1	0
MGAT5	138
MIR3679	0
TMEM163	0
LOC102723718	0
ACMSD	0
MIR5590	0
CCNT2-AS1	0
CCNT2	33
MAP3K19	0
RAB3GAP1	100
ZRANB3	38
R3HDM1	0
MIR128-1	0
UBXN4	147
LCT	33
LOC100507600	0
MCM6	0
DARS	170
AC093391.2	14
CXCR4	0
THSD7B	0
LOC101928273	0
HNMT	19
LOC101928339	0
SPOPL	41
NXPH2	0
YY1P2	0
LRP1B	0
MIR7157	0
KYNU	0
ARHGAP15	0
LOC101928361	0
AC016910.1	0
GTDC1	0
ZEB2	0
LOC102723797	0
ZEB2-AS1	0
LOC101928455	0
TEX41	0
LOC100505498	0
PABPC1P2	0
ACVR2A	0
ORC4	27
MBD5	2
EPC2	13
LOC101928526	0
KIF5C	24
LOC101928553	0
LYPD6B	38
LYPD6	0
MMADHC	182
AC144449.1	11
RND3	193
AC104777.2	0
AC104777.4	0
RBM43	1
NMI	43
LOC101929319	0
TNFAIP6	0
MIR4773-1	0
MIR4773-2	0
RIF1	33
NEB	0
LOC101929336	0
LOC101929356	0
ARL5A	66
CACNB4	1
STAM2	48
FMNL2	0
PRPF40A	74
ARL6IP6	29
RPRM	0
GALNT13	0
AC009227.2	0
KCNJ3	9
AC093375.1	0
NR4A2	2
TRNAA4	0
TRNAG19	0
GPD2	222
GALNT5	0
ERMN	0
FAM133DP	0
CYTIP	0
ACVR1C	0
ACVR1	2
UPP2	0
CCDC148-AS1	0
CCDC148	0
PKP4	41
LOC100131270	0
DAPL1	0
TANC1	33
MIR6888	0
WDSUB1	69
BAZ2B	230
LOC643072	15
LOC102723926	0
MARCH7	193
LY75-CD302	0
CD302	0
LY75	0
PLA2R1	0
LOC102723938	0
ITGB6	143
LOC100505984	0
RBMS1	59
MIR4785	0
TANK	33
LOC101929512	0
AC009299.3	9
LOC102723949	0
PSMD14	92
TBR1	0
AHCTF1P1	0
SLC4A10	0
DPP4	0
AC007750.5	0
GCG	0
FAP	0
IFIH1	148
GCA	20
KCNH7	0
AC007740.1	0
FIGN	0
GRB14	0
LOC101929615	0
COBLL1	53
SNORA70F	0
LOC101929633	0
SLC38A11	0
LOC101929658	0
SCN3A	0
SCN2A	0
CSRNP3	0
GALNT3	0
LOC102724230	0
LOC100506124	0
TTC21B	17
TTC21B-AS1	0
LOC102724067	0
SCN1A	0
LOC102724058	0
AC010127.3	0
SCN9A	0
SCN7A	0
XIRP2	0
XIRP2-AS1	0
B3GALT1	0
STK39	1
LOC102724081	3
CERS6	91
MIR4774	0
CERS6-AS1	35
NOSTRIN	15
SPC25	0
G6PC2	0
ABCB11	0
DHRS9	0
LRP2	0
BBS5	0
KLHL41	0
FASTKD1	41
PPIG	73
CCDC173	0
PHOSPHO2	1
PHOSPHO2-KLHL23	43
KLHL23	42
SSB	40
METTL5	91
UBR3	2
MYO3B	0
LOC101929753	0
AC007405.4	0
LINC01124	0
SP5	0
ERICH2	0
GAD1	18
GORASP2	272
TLK1	40
METTL8	1
LOC102724136	0
DCAF17	36
CYBRD1	43
DYNC1I2	105
SLC25A12	0
HAT1	40
METAP1D	4
DLX1	17
DLX2	0
ITGA6	137
LOC101926931	0
PDK1	45
RAPGEF4-AS1	0
RAPGEF4	0
ZAK	164
LOC102724157	0
MLK7-AS1	26
CDCA7	0
SP3	10
LOC100128905	0
OLA1	43
AC018470.4	0
LOC102724194	0
SP9	0
CIR1	21
SCRN3	26
GPR155	4
WIPF1	0
H3F3AP4	21
CHRNA1	0
CHN1	0
ATF2	82
MIR933	0
ATP5G3	262
KIAA1715	9
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD9	0
LOC100129455	0
HOXD8	0
HOXD-AS2	0
HOXD3	0
MIR10B	0
HOXD4	0
HOXD-AS1	0
HOXD1	0
MTX2	44
MIR1246	0
LINC01116	13
LOC102724224	1
HNRNPA3	38
MIR4444-1	1
NFE2L2	635
MIR3128	0
AC074286.1	1
MIR6512	0
AGPS	26
TTC30B	1
TTC30A	6
PDE11A	0
RBM45	30
OSBPL6	0
AC009948.5	0
PRKRA	109
DFNB59	0
FKBP7	0
PLEKHA3	6
TTN-AS1	1
TTN	5
LOC102724244	0
LOC101927055	0
CCDC141	0
SESTD1	322
ZNF385B	0
LOC101927073	0
LOC102724263	0
MIR1258	0
CWC22	0
SCHLAP1	0
UBE2E3	0
AC104820.2	0
MIR4437	0
ITGA4	0
CERKL	0
NEUROD1	0
SSFA2	287
PPP1R1C	0
LOC102724288	0
PDE1A	0
LOC102724304	0
LOC101929976	0
DNAJC10	245
FRZB	0
NCKAP1	41
DUSP19	0
NUP35	35
LOC102724340	0
MIR548AE1	0
ZNF804A	0
AC007966.1	0
FSIP2	0
LOC102724349	0
AC097500.2	4
ZC3H15	50
ITGAV	96
FAM171B	84
ZSWIM2	0
LOC102724367	0
CALCRL	0
TFPI	68
GULP1	90
MIR561	5
DIRC1	0
COL3A1	0
MIR1245A	0
MIR1245B	0
MIR3606	0
COL5A2	0
MIR3129	0
LOC101927252	0
LOC102724395	0
WDR75	15
SLC40A1	194
ASNSD1	15
ANKAR	0
OSGEPL1	0
OSGEPL1-AS1	0
ORMDL1	36
PMS1	0
C2orf88	0
MSTN	0
HIBCH	0
INPP1	0
MFSD6	146
TMEM194B	0
NAB1	2
GLS	0
STAT1	108
STAT4	0
MYO1B	12
NABP1	42
SDPR	0
TMEFF2	0
LOC101927366	0
PCGEM1	0
AC018799.1	0
AC006196.1	0
SLC39A10	45
DNAH7	4
STK17B	0
LOC101927454	0
HECW2	0
AC020571.3	0
LOC102724498	0
CCDC150	0
LOC100130452	0
GTF3C3	25
C2orf66	0
PGAP1	0
ANKRD44	0
LOC101927596	0
LOC101927567	0
ANKRD44-IT1	0
SF3B1	379
COQ10B	57
HSPD1	45
HSPE1-MOB4	157
HSPE1	102
MOB4	96
RFTN2	0
MARS2	0
BOLL	0
PLCL1	0
AC005235.1	0
SATB2	6
SATB2-AS1	0
AC093590.1	0
LOC101927665	0
FTCDNL1	0
LOC101927687	0
C2orf69	9
TYW5	59
C2orf47	64
SPATS2L	46
LOC101927741	0
KCTD18	24
SGOL2	0
AOX1	0
AOX2P	0
AC007163.3	0
AC007163.6	4
BZW1	76
RNU6-31P	0
CLK1	184
PPIL3	0
NIF3L1	0
ORC2	38
FAM126B	0
NDUFB3	59
CFLAR	176
LOC102724614	5
CFLAR-AS1	6
CASP10	0
CASP8	0
ALS2CR12	0
TRAK2	45
STRADB	4
ALS2CR11	0
TMEM237	0
MPP4	0
ALS2	1
CDK15	0
LOC102723977	0
FZD7	19
LOC100652824	0
LOC729224	0
SUMO1	111
NOP58	118
SNORD70	0
SNORD11B	0
SNORD11	5
LOC102724650	0
BMPR2	94
FAM117B	0
ICA1L	0
WDR12	10
CARF	0
NBEAL1	14
CYP20A1	97
ABI2	20
RAPH1	35
CD28	0
CTLA4	0
LOC101927840	0
ICOS	0
PARD3B	29
NRP2	0
INO80D	18
GCSHP3	0
NDUFS1	70
EEF1B2	174
SNORD51	0
SNORA41	0
GPR1	0
GPR1-AS	0
ZDBF2	0
ADAM23	0
AC010731.4	0
DYTN	0
MDH1B	0
FASTKD2	40
MIR3130-1	0
MIR3130-2	0
CPO	0
KLF7	58
MIR2355	0
MIR7845	0
LOC102724692	0
AC007879.2	0
LOC102724675	0
MIR1302-4	0
CREB1	4
METTL21A	0
LOC102724714	0
CCNYL1	0
MIR4775	0
FZD5	0
PLEKHM3	0
LOC100507443	0
CRYGD	0
CRYGC	0
CRYGB	0
CRYGA	0
C2orf80	0
IDH1	40
IDH1-AS1	0
PIKFYVE	21
PTH2R	0
LOC101927960	0
LOC101927991	0
MAP2	36
UNC80	0
RPE	113
KANSL1L	45
AC007038.7	0
ACADL	0
MYL1	0
LANCL1	0
LOC102724820	0
CPS1	0
CPS1-IT1	0
ERBB4	0
MIR548F2	0
MIR4776-1	0
MIR4776-2	0
IKZF2	1
AC079610.2	0
SPAG16	30
MIR4438	0
LOC101928084	0
VWC2L	0
VWC2L-IT1	0
BARD1	9
AC072062.1	0
ABCA12	0
ATIC	83
FN1	0
LOC102724849	0
LINC00607	0
LOC102724861	0
MREG	52
PECR	0
TMEM169	0
XRCC5	321
PKI55	0
MARCH4	0
SMARCAL1	0
LOC100507554	0
RPL37A	961
LOC101928156	0
LOC101928180	22
AC073321.3	0
IGFBP2	16
IGFBP5	0
LOC101928250	0
LOC101928278	0
TNP1	0
LOC102723315	0
LOC101928327	0
LOC102723329	0
DIRC3	0
TNS1	0
MIR6809	0
LOC102723375	0
RUFY4	0
CXCR2P1	0
CXCR2	0
CXCR1	0
LOC101928487	9
ARPC2	439
TRNAY9	0
GPBAR1	0
AAMP	97
PNKD	9
TMBIM1	76
MIR6513	0
MIR6810	0
C2orf62	0
LOC101928513	0
SLC11A1	0
CTDSP1	34
MIR26B	0
VIL1	0
USP37	13
RQCD1	185
PLCD4	4
LOC102723421	0
ZNF142	54
BCS1L	0
RNF25	0
STK36	131
TTLL4	20
CYP27A1	16
PRKAG3	0
WNT6	0
WNT10A	0
AC073128.10	0
CDK5R2	0
LINC00608	0
FEV	0
CRYBA2	0
MIR375	0
AC097468.4	0
CCDC108	0
IHH	0
MIR3131	0
NHEJ1	1
SLC23A3	0
CNPPD1	36
FAM134A	74
ZFAND2B	34
ABCB6	89
ATG9A	114
ANKZF1	46
GLB1L	2
STK16	62
TUBA4A	63
TUBA4B	0
DNAJB2	17
PTPRN	0
MIR153-1	0
RESP18	0
DNPEP	0
DES	0
LOC101928568	0
SPEG	0
LOC100996693	0
GMPPA	78
ASIC4	0
CHPF	0
TMEM198	0
MIR3132	0
OBSL1	0
INHA	0
STK11IP	5
SLC4A3	0
LOC101928639	0
MIR4268	0
LOC101928662	0
EPHA4	0
LOC729770	0
PAX3	0
CCDC140	0
LOC440934	0
SGPP2	29
FARSB	20
MOGAT1	0
ACSL3	140
KCNE4	0
SCG2	0
AP1S3	3
WDFY1	3
MRPL44	87
SERPINE2	0
FAM124B	0
CUL3	9
DOCK10	0
MIR4439	0
NYAP2	0
LOC646736	0
MIR5702	0
IRS1	1
RHBDD1	0
COL4A4	0
LOC102723537	0
COL4A3	0
AC097662.2	0
MFF	142
TM4SF20	0
MIR5703	0
AGFG1	21
C2orf83	0
SLC19A3	0
CCL20	0
DAW1	0
SPHKAP	0
LOC101928765	0
PID1	0
DNER	0
TRIP12	115
FBXO36	0
SLC16A14	0
SP110	23
LOC101928789	0
SP140	0
SP140L	0
SP100	153
LOC101928816	0
AC098823.3	0
CAB39	22
ITM2C	0
AC012507.3	0
GPR55	0
SPATA3-AS1	0
SPATA3	0
C2orf72	0
PSMD1	387
HTR2B	0
ARMC9	1
MIR4777	0
B3GNT7	10
NCL	325
SNORA75	0
SNORD20	1
SNORD82	0
LINC00471	0
NMUR1	0
C2orf57	0
PTMA	454
MIR1244-3	14
PDE6D	12
COPS7B	46
MIR1471	0
NPPC	0
DIS3L2	27
MIR562	0
ALPP	0
ECEL1P2	0
ALPPL2	0
