Geneid	Br7_1_SG
AC079776.3	0
RAB6C-AS1	1
RAB6C	1
FAR2P1	0
POTEF	16
MED15P9	0
CCDC74B	3
SMPD4	18
MZT2B	11
TUBA3E	0
TRNAE26	0
CCDC115	55
IMP4	0
PTPN18	191
FAR2P2	0
CYP4F62P	0
POTEI	0
CFC1B	0
LOC646743	0
TISP43	0
CFC1	0
POTEJ	0
CYP4F30P	0
FAR2P3	0
GPR148	0
AMER3	0
ARHGEF4	0
FAM168B	10
PLEKHB2	214
POTEE	6
LOC440910	0
WTH3DI	0
LINC01120	1
LOC401010	0
MZT2A	11
TUBA3D	0
MIR4784	0
LOC150776	3
CCDC74A	21
POTEKP	0
LINC01087	0
LOC100507460	29
C2orf27A	6
C2orf27B	0
LOC101928067	3
LOC102723658	0
ANKRD30BL	0
MIR663B	0
ZNF806	0
FAM201B	0
GPR39	0
LYPD1	0
NCKAP5	0
LOC101928185	0
AC010890.1	0
MGAT5	19
MIR3679	2
TMEM163	0
LOC102723718	0
ACMSD	0
MIR5590	0
CCNT2-AS1	0
CCNT2	38
MAP3K19	0
RAB3GAP1	11
ZRANB3	0
R3HDM1	76
MIR128-1	0
UBXN4	300
LCT	0
LOC100507600	0
MCM6	4
DARS	58
AC093391.2	9
CXCR4	196
THSD7B	0
LOC101928273	0
HNMT	32
LOC101928339	0
SPOPL	70
NXPH2	12
YY1P2	0
LRP1B	1
MIR7157	0
KYNU	74
ARHGAP15	0
LOC101928361	0
AC016910.1	0
GTDC1	46
ZEB2	239
LOC102723797	35
ZEB2-AS1	29
LOC101928455	0
TEX41	0
LOC100505498	7
PABPC1P2	0
ACVR2A	2
ORC4	17
MBD5	0
EPC2	0
LOC101928526	0
KIF5C	5
LOC101928553	0
LYPD6B	1
LYPD6	0
MMADHC	81
AC144449.1	2
RND3	38
AC104777.2	0
AC104777.4	0
RBM43	0
NMI	14
LOC101929319	1
TNFAIP6	5
MIR4773-1	0
MIR4773-2	0
RIF1	8
NEB	1
LOC101929336	0
LOC101929356	0
ARL5A	87
CACNB4	0
STAM2	58
FMNL2	1
PRPF40A	188
ARL6IP6	0
RPRM	0
GALNT13	1
AC009227.2	0
KCNJ3	4
AC093375.1	0
NR4A2	37
TRNAA4	0
TRNAG19	0
GPD2	48
GALNT5	54
ERMN	0
FAM133DP	7
CYTIP	39
ACVR1C	0
ACVR1	49
UPP2	0
CCDC148-AS1	0
CCDC148	1
PKP4	29
LOC100131270	0
DAPL1	0
TANC1	5
MIR6888	0
WDSUB1	0
BAZ2B	115
LOC643072	13
LOC102723926	1
MARCH7	186
LY75-CD302	119
CD302	122
LY75	0
PLA2R1	0
LOC102723938	0
ITGB6	76
LOC100505984	6
RBMS1	94
MIR4785	0
TANK	107
LOC101929512	0
AC009299.3	0
LOC102723949	0
PSMD14	42
TBR1	0
AHCTF1P1	0
SLC4A10	0
DPP4	0
AC007750.5	0
GCG	0
FAP	0
IFIH1	92
GCA	66
KCNH7	0
AC007740.1	0
FIGN	26
GRB14	98
LOC101929615	0
COBLL1	16
SNORA70F	0
LOC101929633	0
SLC38A11	2
LOC101929658	0
SCN3A	1
SCN2A	2
CSRNP3	0
GALNT3	14
LOC102724230	0
LOC100506124	0
TTC21B	7
TTC21B-AS1	7
LOC102724067	0
SCN1A	2
LOC102724058	0
AC010127.3	0
SCN9A	0
SCN7A	3
XIRP2	0
XIRP2-AS1	0
B3GALT1	0
STK39	3
LOC102724081	0
CERS6	83
MIR4774	0
CERS6-AS1	71
NOSTRIN	6
SPC25	0
G6PC2	0
ABCB11	0
DHRS9	0
LRP2	0
BBS5	8
KLHL41	0
FASTKD1	0
PPIG	129
CCDC173	4
PHOSPHO2	0
PHOSPHO2-KLHL23	65
KLHL23	69
SSB	112
METTL5	5
UBR3	3
MYO3B	0
LOC101929753	0
AC007405.4	0
LINC01124	0
SP5	0
ERICH2	0
GAD1	0
GORASP2	90
TLK1	74
METTL8	3
LOC102724136	0
DCAF17	10
CYBRD1	191
DYNC1I2	66
SLC25A12	58
HAT1	72
METAP1D	0
DLX1	0
DLX2	0
ITGA6	152
LOC101926931	0
PDK1	0
RAPGEF4-AS1	0
RAPGEF4	4
ZAK	74
LOC102724157	22
MLK7-AS1	5
CDCA7	13
SP3	3
LOC100128905	0
OLA1	0
AC018470.4	0
LOC102724194	0
SP9	0
CIR1	91
SCRN3	0
GPR155	1
WIPF1	30
H3F3AP4	20
CHRNA1	0
CHN1	0
ATF2	2
MIR933	0
ATP5G3	163
KIAA1715	5
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD9	0
LOC100129455	0
HOXD8	0
HOXD-AS2	0
HOXD3	0
MIR10B	0
HOXD4	0
HOXD-AS1	0
HOXD1	0
MTX2	11
MIR1246	0
LINC01116	0
LOC102724224	0
HNRNPA3	32
MIR4444-1	4
NFE2L2	88
MIR3128	0
AC074286.1	0
MIR6512	0
AGPS	7
TTC30B	1
TTC30A	39
PDE11A	0
RBM45	26
OSBPL6	4
AC009948.5	18
PRKRA	57
DFNB59	0
FKBP7	20
PLEKHA3	0
TTN-AS1	0
TTN	6
LOC102724244	0
LOC101927055	0
CCDC141	1
SESTD1	15
ZNF385B	0
LOC101927073	0
LOC102724263	0
MIR1258	0
CWC22	55
SCHLAP1	0
UBE2E3	44
AC104820.2	0
MIR4437	0
ITGA4	92
CERKL	32
NEUROD1	0
SSFA2	59
PPP1R1C	0
LOC102724288	0
PDE1A	8
LOC102724304	0
LOC101929976	0
DNAJC10	93
FRZB	0
NCKAP1	94
DUSP19	0
NUP35	5
LOC102724340	0
MIR548AE1	0
ZNF804A	0
AC007966.1	0
FSIP2	0
LOC102724349	0
AC097500.2	0
ZC3H15	80
ITGAV	88
FAM171B	0
ZSWIM2	0
LOC102724367	0
CALCRL	0
TFPI	0
GULP1	0
MIR561	0
DIRC1	0
COL3A1	0
MIR1245A	0
MIR1245B	0
MIR3606	0
COL5A2	1
MIR3129	0
LOC101927252	0
LOC102724395	0
WDR75	0
SLC40A1	7
ASNSD1	2
ANKAR	0
OSGEPL1	10
OSGEPL1-AS1	0
ORMDL1	38
PMS1	36
C2orf88	2
MSTN	0
HIBCH	0
INPP1	0
MFSD6	3
TMEM194B	0
NAB1	12
GLS	1
STAT1	21
STAT4	0
MYO1B	117
NABP1	13
SDPR	0
TMEFF2	0
LOC101927366	7
PCGEM1	0
AC018799.1	0
AC006196.1	0
SLC39A10	64
DNAH7	0
STK17B	339
LOC101927454	0
HECW2	0
AC020571.3	0
LOC102724498	0
CCDC150	4
LOC100130452	0
GTF3C3	4
C2orf66	0
PGAP1	26
ANKRD44	24
LOC101927596	0
LOC101927567	0
ANKRD44-IT1	0
SF3B1	498
COQ10B	32
HSPD1	142
HSPE1-MOB4	123
HSPE1	32
MOB4	109
RFTN2	0
MARS2	0
BOLL	2
PLCL1	2
AC005235.1	0
SATB2	2
SATB2-AS1	0
AC093590.1	0
LOC101927665	0
FTCDNL1	0
LOC101927687	0
C2orf69	61
TYW5	3
C2orf47	0
SPATS2L	0
LOC101927741	1
KCTD18	0
SGOL2	0
AOX1	1
AOX2P	0
AC007163.3	0
AC007163.6	7
BZW1	106
RNU6-31P	0
CLK1	196
PPIL3	0
NIF3L1	76
ORC2	52
FAM126B	17
NDUFB3	44
CFLAR	284
LOC102724614	12
CFLAR-AS1	18
CASP10	1
CASP8	52
ALS2CR12	0
TRAK2	28
STRADB	0
ALS2CR11	0
TMEM237	1
MPP4	1
ALS2	52
CDK15	0
LOC102723977	0
FZD7	0
LOC100652824	0
LOC729224	2
SUMO1	106
NOP58	12
SNORD70	0
SNORD11B	0
SNORD11	0
LOC102724650	0
BMPR2	47
FAM117B	13
ICA1L	20
WDR12	0
CARF	0
NBEAL1	9
CYP20A1	47
ABI2	17
RAPH1	69
CD28	0
CTLA4	0
LOC101927840	0
ICOS	0
PARD3B	0
NRP2	3
INO80D	6
GCSHP3	0
NDUFS1	14
EEF1B2	218
SNORD51	0
SNORA41	0
GPR1	0
GPR1-AS	0
ZDBF2	0
ADAM23	3
AC010731.4	0
DYTN	0
MDH1B	0
FASTKD2	0
MIR3130-1	0
MIR3130-2	0
CPO	0
KLF7	19
MIR2355	0
MIR7845	4
LOC102724692	0
AC007879.2	0
LOC102724675	0
MIR1302-4	0
CREB1	1
METTL21A	1
LOC102724714	0
CCNYL1	5
MIR4775	0
FZD5	0
PLEKHM3	8
LOC100507443	0
CRYGD	0
CRYGC	0
CRYGB	0
CRYGA	0
C2orf80	0
IDH1	18
IDH1-AS1	0
PIKFYVE	46
PTH2R	0
LOC101927960	0
LOC101927991	0
MAP2	3
UNC80	0
RPE	15
KANSL1L	0
AC007038.7	0
ACADL	0
MYL1	1
LANCL1	0
LOC102724820	0
CPS1	6
CPS1-IT1	0
ERBB4	0
MIR548F2	0
MIR4776-1	0
MIR4776-2	0
IKZF2	18
AC079610.2	0
SPAG16	35
MIR4438	0
LOC101928084	0
VWC2L	0
VWC2L-IT1	0
BARD1	3
AC072062.1	0
ABCA12	0
ATIC	3
FN1	0
LOC102724849	5
LINC00607	6
LOC102724861	0
MREG	2
PECR	38
TMEM169	1
XRCC5	244
PKI55	0
MARCH4	0
SMARCAL1	3
LOC100507554	0
RPL37A	702
LOC101928156	0
LOC101928180	0
AC073321.3	1
IGFBP2	65
IGFBP5	0
LOC101928250	0
LOC101928278	0
TNP1	0
LOC102723315	0
LOC101928327	0
LOC102723329	0
DIRC3	0
TNS1	49
MIR6809	0
LOC102723375	0
RUFY4	5
CXCR2P1	0
CXCR2	2
CXCR1	0
LOC101928487	0
ARPC2	740
TRNAY9	0
GPBAR1	41
AAMP	185
PNKD	45
TMBIM1	100
MIR6513	1
MIR6810	0
C2orf62	14
LOC101928513	15
SLC11A1	500
CTDSP1	15
MIR26B	0
VIL1	0
USP37	15
RQCD1	108
PLCD4	0
LOC102723421	0
ZNF142	2
BCS1L	95
RNF25	0
STK36	0
TTLL4	26
CYP27A1	49
PRKAG3	0
WNT6	0
WNT10A	0
AC073128.10	0
CDK5R2	0
LINC00608	0
FEV	0
CRYBA2	0
MIR375	0
AC097468.4	0
CCDC108	0
IHH	0
MIR3131	0
NHEJ1	0
SLC23A3	0
CNPPD1	124
FAM134A	4
ZFAND2B	0
ABCB6	92
ATG9A	14
ANKZF1	76
GLB1L	18
STK16	0
TUBA4A	19
TUBA4B	0
DNAJB2	19
PTPRN	0
MIR153-1	0
RESP18	0
DNPEP	10
DES	0
LOC101928568	0
SPEG	21
LOC100996693	0
GMPPA	44
ASIC4	0
CHPF	16
TMEM198	15
MIR3132	0
OBSL1	0
INHA	0
STK11IP	145
SLC4A3	52
LOC101928639	0
MIR4268	0
LOC101928662	0
EPHA4	5
LOC729770	0
PAX3	0
CCDC140	0
LOC440934	0
SGPP2	15
FARSB	1
MOGAT1	0
ACSL3	84
KCNE4	3
SCG2	1
AP1S3	41
WDFY1	64
MRPL44	0
SERPINE2	0
FAM124B	0
CUL3	106
DOCK10	76
MIR4439	0
NYAP2	0
LOC646736	0
MIR5702	0
IRS1	6
RHBDD1	63
COL4A4	7
LOC102723537	0
COL4A3	1
AC097662.2	0
MFF	35
TM4SF20	0
MIR5703	0
AGFG1	37
C2orf83	0
SLC19A3	0
CCL20	150
DAW1	0
SPHKAP	0
LOC101928765	0
PID1	49
DNER	0
TRIP12	55
FBXO36	37
SLC16A14	0
SP110	85
LOC101928789	0
SP140	0
SP140L	9
SP100	190
LOC101928816	2
AC098823.3	4
CAB39	66
ITM2C	23
AC012507.3	0
GPR55	0
SPATA3-AS1	0
SPATA3	0
C2orf72	2
PSMD1	239
HTR2B	0
ARMC9	30
MIR4777	0
B3GNT7	1
NCL	464
SNORA75	0
SNORD20	0
SNORD82	0
LINC00471	0
NMUR1	0
C2orf57	0
PTMA	379
MIR1244-3	20
PDE6D	54
COPS7B	51
MIR1471	0
NPPC	0
DIS3L2	29
MIR562	4
ALPP	0
ECEL1P2	0
ALPPL2	0
ALPI	0
ECEL1	0
PRSS56	0
CHRND	2
CHRNG	0
TIGD1	0
EIF4E2	62
MIR5001	0
EFHD1	54
GIGYF2	13
LOC101928854	0
KCNJ13	0
C2orf82	0
NGEF	41
LOC101928881	0
NEU2	0
INPP5D	182
ATG16L1	90
SCARNA5	0
SCARNA6	1
SAG	0
DGKD	67
USP40	43
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
DNAJB3	0
LOC100286922	0
LOC101927831	0
UGT1A1	0
MROH2A	0
HJURP	0
MSL3P1	0
TRPM8	2
SPP2	0
ARL4C	0
LOC101927896	9
SH3BP4	81
AGAP1	21
AGAP1-IT1	0
GBX2	0
ASB18	0
IQCA1	0
ACKR3	0
AC105760.3	0
COPS8	0
COL6A3	0
MLPH	145
MIR6811	0
PRLH	0
RAB17	59
LRRFIP1	814
RBM44	0
RAMP1	22
UBE2F	63
UBE2F-SCLY	57
SCLY	21
ESPNL	0
KLHL30	0
FAM132B	0
ILKAP	17
LOC151174	0
LOC643387	0
LOC101927958	0
HES6	0
PER2	390
TRAF3IP1	17
ASB1	0
LINC01107	0
LOC100287387	0
TWIST2	0
FLJ43879	0
HDAC4	7
MIR4440	0
MIR4441	0
MGC16025	0
LOC102723762	0
MIR4269	0
MIR2467	3
LOC101928111	0
FLJ45964	0
LOC150935	0
LOC101927147	0
MIR4786	0
NDUFA10	113
OR6B2	0
PRR21	0
OR6B3	0
MYEOV2	42
OTOS	0
LOC102723825	0
GPC1	42
PP14571	0
LOC102723995	0
MIR149	0
ANKMY1	38
DUSP28	22
RNPEPL1	43
CAPN10-AS1	0
CAPN10	0
GPR35	0
AQP12B	0
AC011298.2	0
AQP12A	0
KIF1A	5
LOC102723856	0
AGXT	0
C2orf54	0
LOC728763	0
LOC200772	0
SNED1	0
MTERFD2	0
PASK	0
PPP1R7	13
ANO7	0
HDLBP	268
LOC101927509	1
SEPT2	237
FARP2	61
MIR3133	0
LOC101930137	0
STK25	74
BOK-AS1	0
BOK	40
THAP4	28
ATG4B	58
DTYMK	0
LOC101927187	0
ING5	0
D2HGDH	0
GAL3ST2	0
LOC102724396	0
LOC101927206	0
NEU4	0
PDCD1	0
CXXC11	0
AC131097.3	1
LOC285095	0
LOC102723927	0
FLJ38379	0
LOC728323	0
LOC101927407	0
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB132	0
C20orf96	2
ZCCHC3	0
RP5-1103G7.4	0
SOX12	0
LOC101929937	0
NRSN2	0
TRIB3	2
RBCK1	43
TBC1D20	61
CSNK2A1	88
TCF15	0
SRXN1	0
SCRT2	0
SLC52A3	0
LOC102724500	0
FAM110A	33
ANGPT4	0
RSPO4	0
LOC102724519	0
PSMF1	112
TMEM74B	0
C20orf202	0
RAD21L1	5
SNPH	10
FKBP1A-SDCBP2	29
SDCBP2	0
SDCBP2-AS1	2
FKBP1A	233
MIR6869	3
LOC102724529	0
NSFL1C	71
SIRPB2	0
SIRPD	0
SIRPB1	0
SIRPG	0
RP11-77C3.3	0
LOC100289473	4
LOC102724545	0
SIRPA	64
RP4-684O24.5	0
PDYN	0
STK35	4
LOC388780	19
TGM3	0
TGM6	0
SNRPB	241
SNORD119	0
ZNF343	1
TMC2	0
NOP56	85
MIR1292	0
SNORD110	0
SNORA51	0
SNORD86	8
SNORD56	0
SNORD57	2
IDH3B	12
EBF4	0
CPXM1	0
C20orf141	0
TMEM239	0
PCED1A	17
VPS16	69
PTPRA	71
GNRH2	0
MRPS26	27
LOC101929098	0
OXT	0
AVP	0
UBOX5-AS1	0
UBOX5	2
FASTKD5	29
LZTS3	0
DDRGK1	26
ITPA	33
SLC4A11	0
C20orf194	9
ATRN	2
GFRA4	0
ADAM33	0
SIGLEC1	30
HSPA12B	0
C20orf27	49
SPEF1	25
CENPB	10
CDC25B	49
LOC101929125	0
AP5S1	49
MAVS	32
PANK2	29
MIR103A2	0
MIR103B2	0
RNF24	0
LOC101929155	0
SMOX	73
RP4-779E11.3	0
ADRA1D	0
PRNP	187
PRND	0
PRNT	0
RASSF2	103
SLC23A2	2
LOC102724905	2
TMEM230	105
PCNA	0
PCNA-AS1	0
CDS2	20
PROKR2	0
FLJ33544	0
LINC00658	0
LOC643406	0
LOC102724622	0
LINC00654	0
RP5-1022P6.4	0
GPCPD1	353
C20orf196	0
CHGB	222
TRMT6	1
MCM8	0
LOC101929225	0
CRLS1	29
LRRN4	0
FERMT1	0
CASC20	0
BMP2	0
LOC101929265	1
LOC101929288	0
RP5-988G17.1	0
MIR8062	0
HAO1	0
TMX4	153
PLCB1	0
RNU105B	0
PLCB4	44
RP5-1119D9.4	0
LAMP5	0
PAK7	0
LOC101929348	1
LOC101929371	0
SNAP25-AS1	2
ANKEF1	0
SNAP25	0
MKKS	30
SLX4IP	0
JAG1	107
MIR6870	0
RP1-278O22.1	0
RP4-697P8.3	4
LOC339593	0
LOC102724924	0
LINC00687	0
BTBD3	14
RP5-1069C8.2	0
LOC102606466	0
LOC100505515	0
SPTLC3	0
ISM1	0
ISM1-AS1	0
TASP1	0
ESF1	60
NDUFAF5	0
SEL1L2	0
MACROD2	0
FLRT3	0
MACROD2-IT1	0
MACROD2-AS1	0
KIF16B	33
SNRPB2	95
OTOR	0
PCSK2	0
BFSP1	0
DSTN	515
RRBP1	102
BANF2	0
SNX5	39
SNORD17	0
MGME1	0
OVOL2	19
PET117	18
CSRP2BP	41
ZNF133	2
LINC00851	0
DZANK1	7
POLR3F	18
MIR3192	0
RBBP9	0
SEC23B	62
LINC00493	108
DTD1	0
RP11-379J5.5	1
LINC00652	7
LOC100270804	33
C20orf78	0
SCP2D1	0
LOC102724734	0
LOC101929547	0
SLC24A3	10
RP5-1027G4.3	0
LOC100287166	6
RIN2	162
NAA20	68
CRNKL1	11
C20orf26	0
LOC101929575	0
INSM1	0
RALGAPA2	0
PLK1S1	16
RP4-777D9.2	0
XRN2	155
NKX2-4	0
NKX2-2	2
LOC101929625	0
LOC101929608	0
PAX1	0
RP11-125P18.1	0
RP5-828K20.2	0
RP5-1004I9.1	0
LINC00261	0
FOXA2	0
LOC101929685	0
RP4-753D10.5	0
SSTR4	0
THBD	0
CD93	109
LINC00656	0
LOC100505664	0
NXT1	25
RP3-322G13.5	0
GZF1	1
NAPB	18
CSTL1	0
CST11	0
CST8	0
CST13P	0
CST9L	0
CST9	0
CST3	771
CST4	0
CST1	0
CST2	0
CST5	0
GGTLC1	0
FLJ33581	0
SYNDIG1	0
CST7	0
APMAP	35
ACSS1	0
VSX1	0
RP4-738P15.1	0
LOC101926889	0
ENTPD6	80
PYGB	144
ABHD12	68
GINS1	0
NINL	0
NANP	0
LOC102724826	0
ZNF337	18
FAM182B	0
LOC100996695	0
LOC101926935	0
RP4-760C5.5	24
LOC100134868	0
FAM182A	0
NCOR1P1	0
LOC284801	0
MIR663A	0
LOC100289097	0
LOC102723316	0
LOC100996808	0
LOC102723352	0
FLJ20518	0
LOC102723390	0
LOC101928102	0
FRG1B	0
MLLT10P1	0
LOC102723636	0
LOC102723541	0
LOC102723552	0
DEFB115	0
DEFB116	0
DEFB118	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
REM1	0
LINC00028	0
HM13	272
PSIMCT-1	0
HM13-AS1	0
ID1	0
MIR3193	0
COX4I2	0
BCL2L1	84
TPX2	7
MYLK2	0
FOXS1	0
C20orf57	0
DUSP15	0
TTLL9	0
PDRG1	28
XKR7	0
CCM2L	1
LOC101929636	2
HCK	244
TM9SF4	45
TSPY26P	0
PLAGL2	17
POFUT1	0
MIR1825	0
KIF3B	73
LOC100996873	6
ASXL1	7
C20orf112	30
LOC101929698	5
LOC149950	0
C20orf203	0
COMMD7	56
DNMT3B	0
MAPRE1	228
EFCAB8	0
LOC101928239	0
LOC101928282	0
SUN5	0
BPIFB2	61
BPIFB6	0
BPIFB3	0
BPIFB4	0
BPIFA2	0
BPIFA4P	0
BPIFA3	0
BPIFA1	0
BPIFB1	542
CDK5RAP1	0
SNTA1	0
CBFA2T2	2
NECAB3	33
C20orf144	0
ACTL10	0
E2F1	0
PXMP4	37
ZNF341	29
RP4-553F4.6	0
CHMP4B	46
RP5-1125A11.1	0
RALY	124
MIR4755	0
EIF2S2	15
ASIP	0
LOC101926916	0
AHCY	94
ITCH	75
MIR644A	2
DYNLRB1	108
MAP1LC3A	34
PIGU	1
TP53INP2	18
NCOA6	80
HMGB3P1	0
GGT7	10
ACSS2	68
GSS	52
MYH7B	2
MIR499A	0
MIR499B	0
TRPC4AP	284
EDEM2	48
PROCR	0
MMP24	13
MMP24-AS1	36
EIF6	66
FAM83C-AS1	0
FAM83C	0
UQCC1	0
GDF5	0
MIR1289-1	0
CEP250	3
C20orf173	1
ERGIC3	214
FER1L4	5
SPAG4	0
CPNE1	44
RBM12	70
NFS1	1
ROMO1	87
RBM39	244
PHF20	101
SCAND1	138
CNBD2	0
LINC00657	172
EPB41L1	20
RP11-234K24.3	0
AAR2	0
DLGAP4	76
RP5-977B1.7	0
MYL9	1
TGIF2	0
TGIF2-C20orf24	89
C20orf24	104
SLA2	1
NDRG3	102
DSN1	0
SOGA1	37
TLDC2	28
SAMHD1	417
RBL1	3
MROH8	17
RPN2	445
GHRH	0
MANBAL	123
SRC	23
LOC102724936	0
BLCAP	15
NNAT	7
LINC00489	0
RP4-640H8.2	0
CTNNBL1	58
VSTM2L	1
TTI1	0
RPRD1B	33
TGM2	76
KIAA1755	0
LOC149684	0
BPI	0
LBP	0
SNHG17	36
SNORA71B	9
SNORA71A	0
SNORA71C	0
LOC101928356	1
SNORA71D	0
SNHG11	0
SNORA39	0
SNORA60	0
RALGAPB	38
MIR548O2	0
ADIG	0
ARHGAP40	22
SLC32A1	0
ACTR5	16
PPP1R16B	0
FAM83D	0
DHX35	7
RP4-705O1.1	0
LOC102724950	0
RP11-101E14.2	0
LOC102724968	0
MAFB	1409
LOC101927098	0
TOP1	70
RP1-1J6.2	17
PLCG1	0
MIR6871	0
ZHX3	0
LPIN3	104
EMILIN3	36
CHD6	28
PTPRT	63
LOC101927182	0
LOC101927159	0
LOC101927138	0
SRSF6	298
L3MBTL1	0
SGK2	0
IFT52	78
MYBL2	0
GTSF1L	0
LOC101927200	0
TOX2	0
JPH2	0
OSER1	154
OSER1-AS1	0
GDAP1L1	16
FITM2	0
R3HDML	0
HNF4A	0
HNF4A-AS1	0
MIR3646	0
RP5-1013A22.2	0
C20orf62	0
TTPAL	14
SERINC3	227
PKIG	0
ADA	0
RP11-445H22.3	0
WISP2	0
KCNK15	12
RIMS4	0
YWHAB	481
PABPC1L	23
TOMM34	58
STK4-AS1	0
STK4	58
KCNS1	0
WFDC5	0
WFDC12	0
LOC101929863	0
PI3	0
LOC101929866	0
SEMG1	0
SEMG2	0
SLPI	15
MATN4	0
RBPJL	0
SDC4	447
SYS1	134
SYS1-DBNDD2	171
TP53TG5	0
DBNDD2	164
PIGT	159
MIR6812	0
LOC101927326	0
WFDC2	97
SPINT3	0
WFDC6	0
EPPIN-WFDC6	0
EPPIN	0
WFDC8	0
WFDC9	0
WFDC10A	0
WFDC11	0
WFDC10B	0
WFDC13	0
MIR3617	0
SPINT4	0
WFDC3	0
DNTTIP1	0
UBE2C	0
TNNC2	0
SNX21	34
ACOT8	15
ZSWIM3	0
ZSWIM1	9
SPATA25	0
NEURL2	0
CTSA	383
PLTP	22
PCIF1	6
ZNF335	0
MMP9	0
SLC12A5	0
NCOA5	0
CD40	0
CDH22	0
SLC35C2	21
ELMO2	0
ZNF663P	0
MKRN7P	0
ZNF334	0
OCSTAMP	0
SLC13A3	0
TP53RK	69
SLC2A10	29
EYA2	0
LOC101927355	0
MIR3616	0
ZMYND8	16
LOC100131496	0
LOC101927377	0
LOC102723442	0
NCOA3	43
SULF2	19
RP11-347D21.3	0
LOC101060004	0
LINC00494	0
LOC102723460	0
PREX1	81
ARFGEF2	16
LOC102723483	0
CSE1L	25
STAU1	127
DDX27	43
ZNFX1	37
ZFAS1	112
SNORD12C	3
SNORD12B	2
SNORD12	0
KCNB1	0
PTGIS	0
LOC101927486	0
B4GALT5	36
SLC9A8	31
SPATA2	44
RNF114	109
SNAI1	0
TRERNA1	0
UBE2V1	47
TMEM189-UBE2V1	47
TMEM189	17
LOC101927512	0
RP11-112L6.4	0
LOC101927559	0
CEBPB	12
RP11-290F20.3	100
RP11-290F20.1	0
RP11-290F20.2	0
PTPN1	70
MIR645	0
FAM65C	2
MIR1302-5	0
LOC100506175	0
PARD6B	7
BCAS4	68
ADNP	2
RP5-914P20.5	2
DPM1	121
MOCS3	49
KCNG1	0
NFATC2	0
MIR3194	0
ATP9A	0
SALL4	0
RP5-1112F19.2	0
ZFP64	34
RP4-723E3.1	0
TSHZ2	1
LOC728805	0
LOC101927744	0
RP4-724E16.2	0
ZNF217	86
SUMO1P1	1
BCAS1	29
MIR4756	0
CYP24A1	0
PFDN4	12
DOK5	0
RP5-1010E17.2	0
LOC102723578	0
CBLN4	0
MC3R	0
FAM210B	99
AURKA	0
CSTF1	0
CASS4	45
RTFDC1	191
GCNT7	0
FAM209A	0
FAM209B	0
TFAP2C	69
BMP7	0
LOC102723590	0
LOC101927820	0
MIR4325	0
SPO11	0
RAE1	59
MTRNR2L3	1
RBM38	28
CTCFL	0
LOC101927842	0
PCK1	0
ZBP1	3
PMEPA1	29
MIR4532	0
LOC100996602	0
C20orf85	0
ANKRD60	0
PPP4R1L	0
RAB22A	51
VAPB	22
APCDD1L	0
APCDD1L-AS1	0
STX16	170
STX16-NPEPL1	61
NPEPL1	30
LOC100652930	0
MIR296	0
MIR298	0
GNAS-AS1	0
GNAS	310
LOC101927932	0
NELFCD	201
CTSZ	121
TUBB1	0
ATP5E	306
SLMO2-ATP5E	264
SLMO2	32
ZNF831	0
EDN3	0
PHACTR3	0
LOC100506384	0
SYCP2	12
FAM217B	24
PPP1R3D	10
CDH26	36
C20orf197	0
RP5-1043L13.1	0
RP5-1043L13.1-2	0
MIR646	0
LOC101928048	0
LOC101928026	0
MIR4533	0
MIR548AG2	0
LOC100506470	0
CDH4	2
MIR1257	0
TAF4	17
LSM14B	0
PSMA7	299
SS18L1	15
MTG2	14
HRH3	6
FLJ44790	0
OSBPL2	60
ADRM1	54
LAMA5	75
MIR4758	0
LOC101928158	3
RPS21	242
CABLES2	0
RBBP8NL	0
GATA5	0
C20orf166-AS1	0
C20orf166	0
MIR1-1	0
MIR133A2	0
SLCO4A1	6
LOC101928465	0
RP11-93B14.5	4
NTSR1	0
LINC00659	0
MRGBP	0
OGFR-AS1	0
OGFR	16
COL9A3	0
TCFL5	0
DPH3P1	0
DIDO1	24
GID8	33
SLC17A9	20
BHLHE23	0
RP11-305P22.9	0
LINC00029	0
LINC01056	0
HAR1B	0
HAR1A	0
MIR124-3	0
YTHDF1	1
BIRC7	0
MIR3196	0
NKAIN4	5
FLJ16779	0
LOC102723774	0
ARFGAP1	33
MIR4326	0
COL20A1	0
CHRNA4	0
RP11-261N11.8	0
LOC102723788	0
KCNQ2	0
EEF1A2	8
LOC102723814	0
PPDPF	14
PTK6	14
LOC102723829	0
SRMS	15
C20orf195	0
HELZ2	25
GMEB2	21
LOC100505771	0
STMN3	15
RTEL1	0
RTEL1-TNFRSF6B	2
TNFRSF6B	2
ARFRP1	113
ZGPAT	51
LIME1	0
SLC2A4RG	4
ZBTB46	10
LOC101928604	0
C20orf181	0
ABHD16B	0
TPD52L2	293
DNAJC5	89
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
UCKL1	35
MIR1914	0
MIR647	0
UCKL1-AS1	4
ZNF512B	22
SAMD10	0
PRPF6	49
LINC00176	3
