Geneid	Br7_7_12
ZNF385B	0
LOC101927073	0
LOC102724263	0
MIR1258	0
CWC22	40
SCHLAP1	0
UBE2E3	0
AC104820.2	0
MIR4437	0
ITGA4	0
CERKL	0
NEUROD1	5
SSFA2	158
PPP1R1C	0
LOC102724288	0
PDE1A	0
LOC102724304	0
LOC101929976	0
DNAJC10	405
FRZB	0
NCKAP1	327
DUSP19	0
NUP35	0
LOC102724340	0
MIR548AE1	0
ZNF804A	0
AC007966.1	0
FSIP2	9
LOC102724349	0
AC097500.2	0
ZC3H15	194
ITGAV	350
FAM171B	0
ZSWIM2	0
LOC102724367	0
CALCRL	0
TFPI	0
GULP1	0
MIR561	0
DIRC1	0
COL3A1	0
MIR1245A	0
MIR1245B	0
MIR3606	0
COL5A2	0
MIR3129	0
LOC101927252	0
LOC102724395	0
WDR75	4
SLC40A1	141
ASNSD1	83
ANKAR	0
OSGEPL1	4
OSGEPL1-AS1	0
ORMDL1	117
PMS1	25
C2orf88	0
MSTN	0
HIBCH	33
INPP1	0
MFSD6	37
TMEM194B	4
NAB1	0
GLS	5
STAT1	239
STAT4	0
MYO1B	1208
NABP1	5
SDPR	0
TMEFF2	0
LOC101927366	16
PCGEM1	3
AC018799.1	0
AC006196.1	0
SLC39A10	60
DNAH7	3
STK17B	163
LOC101927454	0
HECW2	0
AC020571.3	0
LOC102724498	0
CCDC150	0
LOC100130452	0
GTF3C3	11
C2orf66	0
PGAP1	1
ANKRD44	69
LOC101927596	0
LOC101927567	0
ANKRD44-IT1	0
SF3B1	404
COQ10B	38
HSPD1	136
HSPE1-MOB4	69
HSPE1	109
MOB4	0
RFTN2	0
MARS2	0
BOLL	0
PLCL1	0
AC005235.1	0
SATB2	8
SATB2-AS1	0
AC093590.1	0
LOC101927665	8
FTCDNL1	0
LOC101927687	0
C2orf69	2
TYW5	37
C2orf47	24
SPATS2L	137
LOC101927741	0
KCTD18	26
SGOL2	28
AOX1	0
AOX2P	0
AC007163.3	0
AC007163.6	4
BZW1	80
RNU6-31P	0
CLK1	57
PPIL3	0
NIF3L1	0
ORC2	0
FAM126B	38
NDUFB3	42
CFLAR	75
LOC102724614	0
CFLAR-AS1	17
CASP10	0
CASP8	37
ALS2CR12	0
TRAK2	44
STRADB	7
ALS2CR11	0
TMEM237	0
MPP4	0
ALS2	1
CDK15	0
LOC102723977	0
FZD7	0
LOC100652824	0
LOC729224	0
SUMO1	133
NOP58	146
SNORD70	0
SNORD11B	0
SNORD11	0
LOC102724650	0
BMPR2	167
FAM117B	55
ICA1L	32
WDR12	0
CARF	30
NBEAL1	0
CYP20A1	33
ABI2	2
RAPH1	256
CD28	0
CTLA4	0
LOC101927840	0
ICOS	0
PARD3B	0
NRP2	0
INO80D	13
GCSHP3	1
NDUFS1	88
EEF1B2	223
SNORD51	0
SNORA41	0
GPR1	2
GPR1-AS	0
ZDBF2	0
ADAM23	0
AC010731.4	0
DYTN	0
MDH1B	0
FASTKD2	156
MIR3130-1	0
MIR3130-2	0
CPO	0
KLF7	13
MIR2355	0
MIR7845	0
LOC102724692	0
AC007879.2	0
LOC102724675	0
MIR1302-4	0
CREB1	4
METTL21A	1
LOC102724714	0
CCNYL1	19
MIR4775	0
FZD5	36
PLEKHM3	49
LOC100507443	0
CRYGD	0
CRYGC	0
CRYGB	0
CRYGA	0
C2orf80	0
IDH1	81
IDH1-AS1	0
PIKFYVE	17
PTH2R	0
LOC101927960	0
LOC101927991	0
MAP2	0
UNC80	1
RPE	1
KANSL1L	1
AC007038.7	0
ACADL	1
MYL1	0
LANCL1	4
LOC102724820	0
CPS1	0
CPS1-IT1	0
ERBB4	0
MIR548F2	0
MIR4776-1	0
MIR4776-2	0
IKZF2	3
AC079610.2	0
SPAG16	63
MIR4438	0
LOC101928084	2
VWC2L	0
VWC2L-IT1	0
BARD1	0
AC072062.1	0
ABCA12	0
ATIC	28
FN1	0
LOC102724849	0
LINC00607	0
LOC102724861	0
MREG	116
PECR	0
TMEM169	0
XRCC5	281
PKI55	0
MARCH4	0
SMARCAL1	15
LOC100507554	0
RPL37A	1615
LOC101928156	0
LOC101928180	0
AC073321.3	0
IGFBP2	364
IGFBP5	0
LOC101928250	0
LOC101928278	0
TNP1	0
LOC102723315	0
LOC101928327	0
LOC102723329	0
DIRC3	0
TNS1	0
MIR6809	0
LOC102723375	0
RUFY4	0
CXCR2P1	0
CXCR2	11
CXCR1	35
LOC101928487	0
ARPC2	437
TRNAY9	0
GPBAR1	0
AAMP	19
PNKD	80
TMBIM1	186
MIR6513	1
MIR6810	0
C2orf62	1
LOC101928513	0
SLC11A1	101
CTDSP1	55
MIR26B	0
VIL1	0
USP37	0
RQCD1	112
PLCD4	29
LOC102723421	0
ZNF142	24
BCS1L	20
RNF25	25
STK36	24
TTLL4	35
CYP27A1	176
PRKAG3	0
WNT6	0
WNT10A	0
AC073128.10	0
CDK5R2	0
LINC00608	0
FEV	0
CRYBA2	0
MIR375	0
AC097468.4	0
CCDC108	1
IHH	0
MIR3131	0
NHEJ1	36
SLC23A3	0
CNPPD1	143
FAM134A	72
ZFAND2B	0
ABCB6	14
ATG9A	95
ANKZF1	31
GLB1L	44
STK16	9
TUBA4A	295
TUBA4B	0
DNAJB2	17
PTPRN	0
MIR153-1	0
RESP18	0
DNPEP	140
DES	0
LOC101928568	0
SPEG	21
LOC100996693	0
GMPPA	65
ASIC4	1
CHPF	111
TMEM198	22
MIR3132	0
OBSL1	128
INHA	5
STK11IP	9
SLC4A3	31
LOC101928639	2
MIR4268	0
LOC101928662	0
EPHA4	0
LOC729770	0
PAX3	0
CCDC140	37
LOC440934	0
SGPP2	0
FARSB	87
MOGAT1	0
ACSL3	94
KCNE4	0
SCG2	0
AP1S3	49
WDFY1	21
MRPL44	2
SERPINE2	6
FAM124B	0
CUL3	102
DOCK10	0
MIR4439	0
NYAP2	1
LOC646736	0
MIR5702	0
IRS1	56
RHBDD1	2
COL4A4	0
LOC102723537	0
COL4A3	0
AC097662.2	0
MFF	11
TM4SF20	0
MIR5703	0
AGFG1	68
C2orf83	0
SLC19A3	0
CCL20	1
DAW1	0
SPHKAP	0
LOC101928765	0
PID1	0
DNER	0
TRIP12	144
FBXO36	149
SLC16A14	16
SP110	63
LOC101928789	0
SP140	0
SP140L	4
SP100	126
LOC101928816	0
AC098823.3	0
CAB39	138
ITM2C	0
AC012507.3	0
GPR55	0
SPATA3-AS1	0
SPATA3	0
C2orf72	0
PSMD1	296
HTR2B	0
ARMC9	0
MIR4777	0
B3GNT7	40
NCL	344
SNORA75	0
SNORD20	0
SNORD82	0
LINC00471	0
NMUR1	0
C2orf57	0
PTMA	352
MIR1244-3	20
PDE6D	54
COPS7B	92
MIR1471	0
NPPC	0
DIS3L2	48
MIR562	0
ALPP	0
ECEL1P2	0
ALPPL2	0
ALPI	0
ECEL1	0
PRSS56	0
CHRND	0
CHRNG	0
TIGD1	0
EIF4E2	83
MIR5001	0
EFHD1	239
GIGYF2	48
LOC101928854	3
KCNJ13	3
C2orf82	0
NGEF	0
LOC101928881	0
NEU2	0
INPP5D	24
ATG16L1	10
SCARNA5	0
SCARNA6	0
SAG	0
DGKD	122
USP40	59
UGT1A8	0
UGT1A10	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
UGT1A5	0
UGT1A4	0
UGT1A3	0
DNAJB3	0
LOC100286922	0
LOC101927831	0
UGT1A1	0
MROH2A	0
HJURP	1
MSL3P1	0
TRPM8	0
SPP2	0
ARL4C	0
LOC101927896	0
SH3BP4	289
AGAP1	47
AGAP1-IT1	0
GBX2	0
ASB18	0
IQCA1	129
ACKR3	19
AC105760.3	0
COPS8	32
COL6A3	0
MLPH	323
MIR6811	1
PRLH	0
RAB17	95
LRRFIP1	955
RBM44	3
RAMP1	99
UBE2F	12
UBE2F-SCLY	7
SCLY	0
ESPNL	0
KLHL30	3
FAM132B	0
ILKAP	50
LOC151174	0
LOC643387	0
LOC101927958	0
HES6	54
PER2	171
TRAF3IP1	53
ASB1	1
LINC01107	0
LOC100287387	7
TWIST2	0
FLJ43879	0
HDAC4	35
MIR4440	0
MIR4441	0
MGC16025	0
LOC102723762	0
MIR4269	0
MIR2467	0
LOC101928111	0
FLJ45964	0
LOC150935	0
LOC101927147	0
MIR4786	0
NDUFA10	48
OR6B2	0
PRR21	0
OR6B3	0
MYEOV2	133
OTOS	0
LOC102723825	0
GPC1	127
PP14571	0
LOC102723995	0
MIR149	0
ANKMY1	2
DUSP28	29
RNPEPL1	78
CAPN10-AS1	5
CAPN10	13
GPR35	0
AQP12B	0
AC011298.2	0
AQP12A	0
KIF1A	0
LOC102723856	0
AGXT	0
C2orf54	0
LOC728763	0
LOC200772	0
SNED1	0
MTERFD2	1
PASK	50
PPP1R7	63
ANO7	0
HDLBP	947
LOC101927509	12
SEPT2	298
FARP2	17
MIR3133	0
LOC101930137	0
STK25	23
BOK-AS1	0
BOK	43
THAP4	73
ATG4B	48
DTYMK	0
LOC101927187	0
ING5	23
D2HGDH	0
GAL3ST2	0
LOC102724396	0
LOC101927206	0
NEU4	0
PDCD1	0
CXXC11	0
AC131097.3	0
LOC285095	0
LOC102723927	0
FLJ38379	1
LOC728323	1
LOC101927407	0
DEFB125	0
DEFB126	0
DEFB127	0
DEFB128	0
DEFB129	0
DEFB132	0
C20orf96	13
ZCCHC3	48
RP5-1103G7.4	0
SOX12	1
LOC101929937	0
NRSN2	0
TRIB3	162
RBCK1	85
TBC1D20	36
CSNK2A1	24
TCF15	0
SRXN1	14
SCRT2	0
SLC52A3	0
LOC102724500	0
FAM110A	15
ANGPT4	0
RSPO4	0
LOC102724519	0
PSMF1	46
TMEM74B	0
C20orf202	0
RAD21L1	0
SNPH	0
FKBP1A-SDCBP2	202
SDCBP2	156
SDCBP2-AS1	2
FKBP1A	325
MIR6869	4
LOC102724529	0
NSFL1C	104
SIRPB2	0
SIRPD	0
SIRPB1	71
SIRPG	0
RP11-77C3.3	0
LOC100289473	0
LOC102724545	0
SIRPA	1
RP4-684O24.5	0
PDYN	0
STK35	53
LOC388780	0
TGM3	0
TGM6	0
SNRPB	342
SNORD119	0
ZNF343	6
TMC2	2
NOP56	205
MIR1292	5
SNORD110	0
SNORA51	0
SNORD86	18
SNORD56	0
SNORD57	2
IDH3B	87
EBF4	1
CPXM1	0
C20orf141	0
TMEM239	0
PCED1A	45
VPS16	39
PTPRA	205
GNRH2	0
MRPS26	60
LOC101929098	0
OXT	0
AVP	0
UBOX5-AS1	0
UBOX5	3
FASTKD5	63
LZTS3	2
DDRGK1	122
ITPA	40
SLC4A11	0
C20orf194	95
ATRN	75
GFRA4	0
ADAM33	0
SIGLEC1	0
HSPA12B	0
C20orf27	0
SPEF1	80
CENPB	46
CDC25B	1
LOC101929125	0
AP5S1	0
MAVS	37
PANK2	8
MIR103A2	0
MIR103B2	0
RNF24	181
LOC101929155	0
SMOX	8
RP4-779E11.3	0
ADRA1D	0
PRNP	0
PRND	0
PRNT	0
RASSF2	146
SLC23A2	4
LOC102724905	0
TMEM230	143
PCNA	0
PCNA-AS1	0
CDS2	97
PROKR2	0
FLJ33544	0
LINC00658	0
LOC643406	0
LOC102724622	0
LINC00654	5
RP5-1022P6.4	0
GPCPD1	164
C20orf196	0
CHGB	194
TRMT6	27
MCM8	42
LOC101929225	0
CRLS1	125
LRRN4	0
FERMT1	0
CASC20	0
BMP2	1
LOC101929265	0
LOC101929288	0
RP5-988G17.1	0
MIR8062	0
HAO1	0
TMX4	98
PLCB1	2
RNU105B	3
PLCB4	16
RP5-1119D9.4	0
LAMP5	0
PAK7	0
LOC101929348	0
LOC101929371	0
SNAP25-AS1	0
ANKEF1	65
SNAP25	32
MKKS	31
SLX4IP	0
JAG1	109
MIR6870	0
RP1-278O22.1	0
RP4-697P8.3	0
LOC339593	0
LOC102724924	0
LINC00687	0
BTBD3	19
RP5-1069C8.2	0
LOC102606466	0
LOC100505515	0
SPTLC3	0
ISM1	0
ISM1-AS1	0
TASP1	3
ESF1	0
NDUFAF5	41
SEL1L2	0
MACROD2	0
FLRT3	0
MACROD2-IT1	0
MACROD2-AS1	0
KIF16B	47
SNRPB2	25
OTOR	0
PCSK2	0
BFSP1	1
DSTN	1038
RRBP1	251
BANF2	0
SNX5	22
SNORD17	0
MGME1	12
OVOL2	37
PET117	0
CSRP2BP	0
ZNF133	49
LINC00851	0
DZANK1	25
POLR3F	0
MIR3192	0
RBBP9	5
SEC23B	6
LINC00493	78
DTD1	29
RP11-379J5.5	0
LINC00652	0
LOC100270804	0
C20orf78	0
SCP2D1	0
LOC102724734	0
LOC101929547	0
SLC24A3	0
RP5-1027G4.3	0
LOC100287166	0
RIN2	93
NAA20	86
CRNKL1	52
C20orf26	0
LOC101929575	0
INSM1	0
RALGAPA2	18
PLK1S1	0
RP4-777D9.2	0
XRN2	245
NKX2-4	0
NKX2-2	0
LOC101929625	0
LOC101929608	0
PAX1	0
RP11-125P18.1	0
RP5-828K20.2	0
RP5-1004I9.1	0
LINC00261	0
FOXA2	0
LOC101929685	0
RP4-753D10.5	25
SSTR4	0
THBD	0
CD93	0
LINC00656	0
LOC100505664	0
NXT1	23
RP3-322G13.5	0
GZF1	16
NAPB	2
CSTL1	0
CST11	0
CST8	0
CST13P	0
CST9L	0
CST9	0
CST3	499
CST4	0
CST1	0
CST2	0
CST5	0
GGTLC1	0
FLJ33581	0
SYNDIG1	3
CST7	114
APMAP	558
ACSS1	41
VSX1	0
RP4-738P15.1	0
LOC101926889	0
ENTPD6	250
PYGB	180
ABHD12	9
GINS1	0
NINL	49
NANP	0
LOC102724826	0
ZNF337	2
FAM182B	0
LOC100996695	0
LOC101926935	0
RP4-760C5.5	1
LOC100134868	0
FAM182A	0
NCOR1P1	0
LOC284801	0
MIR663A	0
LOC100289097	0
LOC102723316	0
LOC100996808	0
LOC102723352	0
FLJ20518	0
LOC102723390	0
LOC101928102	0
FRG1B	0
MLLT10P1	0
LOC102723636	0
LOC102723541	0
LOC102723552	0
DEFB115	0
DEFB116	0
DEFB118	1
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
REM1	0
LINC00028	0
HM13	288
PSIMCT-1	30
HM13-AS1	0
ID1	2
MIR3193	0
COX4I2	0
BCL2L1	270
TPX2	17
MYLK2	0
FOXS1	0
C20orf57	0
DUSP15	0
TTLL9	0
PDRG1	20
XKR7	0
CCM2L	0
LOC101929636	0
HCK	35
TM9SF4	17
TSPY26P	0
PLAGL2	30
POFUT1	27
MIR1825	0
KIF3B	138
LOC100996873	0
ASXL1	21
C20orf112	23
LOC101929698	0
LOC149950	0
C20orf203	0
COMMD7	28
DNMT3B	40
MAPRE1	102
EFCAB8	3
LOC101928239	0
LOC101928282	0
SUN5	0
BPIFB2	294
BPIFB6	0
BPIFB3	0
BPIFB4	0
BPIFA2	0
BPIFA4P	0
BPIFA3	0
BPIFA1	0
BPIFB1	451
CDK5RAP1	52
SNTA1	5
CBFA2T2	35
NECAB3	34
C20orf144	0
ACTL10	0
E2F1	0
PXMP4	3
ZNF341	0
RP4-553F4.6	0
CHMP4B	93
RP5-1125A11.1	0
RALY	174
MIR4755	3
EIF2S2	106
ASIP	0
LOC101926916	2
AHCY	259
ITCH	162
MIR644A	4
DYNLRB1	100
MAP1LC3A	73
PIGU	0
TP53INP2	61
NCOA6	105
HMGB3P1	0
GGT7	57
ACSS2	57
GSS	96
MYH7B	0
MIR499A	0
MIR499B	0
TRPC4AP	141
EDEM2	34
PROCR	0
MMP24	0
MMP24-AS1	8
EIF6	266
FAM83C-AS1	0
FAM83C	0
UQCC1	0
GDF5	0
MIR1289-1	0
CEP250	0
C20orf173	0
ERGIC3	237
FER1L4	11
SPAG4	0
CPNE1	81
RBM12	45
NFS1	7
ROMO1	120
RBM39	225
PHF20	82
SCAND1	186
CNBD2	0
LINC00657	409
EPB41L1	52
RP11-234K24.3	0
AAR2	22
DLGAP4	276
RP5-977B1.7	0
MYL9	45
TGIF2	75
TGIF2-C20orf24	170
C20orf24	181
SLA2	1
NDRG3	116
DSN1	0
SOGA1	42
TLDC2	0
SAMHD1	19
RBL1	0
MROH8	15
RPN2	547
GHRH	0
MANBAL	81
SRC	0
LOC102724936	0
BLCAP	76
NNAT	0
LINC00489	0
RP4-640H8.2	1
CTNNBL1	36
VSTM2L	0
TTI1	58
RPRD1B	38
TGM2	0
KIAA1755	0
LOC149684	0
BPI	14
LBP	0
SNHG17	65
SNORA71B	4
SNORA71A	6
SNORA71C	0
LOC101928356	11
SNORA71D	0
SNHG11	0
SNORA39	0
SNORA60	0
RALGAPB	94
MIR548O2	0
ADIG	0
ARHGAP40	12
SLC32A1	0
ACTR5	0
PPP1R16B	0
FAM83D	0
DHX35	29
RP4-705O1.1	0
LOC102724950	0
RP11-101E14.2	0
LOC102724968	0
MAFB	15
LOC101927098	0
TOP1	44
RP1-1J6.2	4
PLCG1	4
MIR6871	0
ZHX3	0
LPIN3	46
EMILIN3	21
CHD6	95
PTPRT	15
LOC101927182	0
LOC101927159	0
LOC101927138	0
SRSF6	242
L3MBTL1	0
SGK2	0
IFT52	0
MYBL2	0
GTSF1L	0
LOC101927200	5
TOX2	0
JPH2	0
OSER1	128
OSER1-AS1	38
GDAP1L1	61
FITM2	0
R3HDML	0
HNF4A	0
HNF4A-AS1	0
MIR3646	0
RP5-1013A22.2	0
C20orf62	0
TTPAL	11
SERINC3	469
PKIG	0
ADA	0
RP11-445H22.3	0
WISP2	1
KCNK15	18
RIMS4	0
YWHAB	802
PABPC1L	34
TOMM34	15
STK4-AS1	0
STK4	173
KCNS1	0
WFDC5	0
WFDC12	0
LOC101929863	0
PI3	14
LOC101929866	0
SEMG1	0
SEMG2	0
SLPI	14
MATN4	0
RBPJL	0
SDC4	1050
SYS1	17
SYS1-DBNDD2	112
TP53TG5	5
DBNDD2	110
PIGT	370
MIR6812	0
LOC101927326	0
WFDC2	180
SPINT3	0
WFDC6	0
EPPIN-WFDC6	0
EPPIN	0
WFDC8	0
WFDC9	0
WFDC10A	0
WFDC11	0
WFDC10B	0
WFDC13	0
MIR3617	0
SPINT4	0
WFDC3	0
DNTTIP1	139
UBE2C	0
TNNC2	0
SNX21	38
ACOT8	46
ZSWIM3	0
ZSWIM1	0
SPATA25	0
NEURL2	0
CTSA	69
PLTP	21
PCIF1	14
ZNF335	14
MMP9	747
SLC12A5	1
NCOA5	6
CD40	0
CDH22	0
SLC35C2	33
ELMO2	0
ZNF663P	0
MKRN7P	0
ZNF334	0
OCSTAMP	0
SLC13A3	37
TP53RK	106
SLC2A10	181
EYA2	0
LOC101927355	0
MIR3616	0
ZMYND8	18
LOC100131496	0
LOC101927377	0
LOC102723442	0
NCOA3	120
SULF2	129
RP11-347D21.3	0
LOC101060004	0
LINC00494	0
LOC102723460	0
PREX1	76
ARFGEF2	270
LOC102723483	0
CSE1L	8
STAU1	30
DDX27	42
ZNFX1	90
ZFAS1	141
SNORD12C	10
SNORD12B	0
SNORD12	0
KCNB1	29
PTGIS	13
LOC101927486	0
B4GALT5	40
SLC9A8	41
SPATA2	22
RNF114	61
SNAI1	0
TRERNA1	0
UBE2V1	47
TMEM189-UBE2V1	59
TMEM189	59
LOC101927512	0
RP11-112L6.4	0
LOC101927559	0
CEBPB	13
RP11-290F20.3	0
RP11-290F20.1	0
RP11-290F20.2	0
PTPN1	58
MIR645	0
FAM65C	0
MIR1302-5	0
LOC100506175	0
PARD6B	128
BCAS4	72
ADNP	151
RP5-914P20.5	0
DPM1	82
MOCS3	6
KCNG1	0
NFATC2	131
MIR3194	0
ATP9A	122
SALL4	0
RP5-1112F19.2	0
ZFP64	8
RP4-723E3.1	1
TSHZ2	0
LOC728805	0
LOC101927744	0
RP4-724E16.2	0
ZNF217	27
SUMO1P1	0
BCAS1	333
MIR4756	0
CYP24A1	0
PFDN4	29
DOK5	0
RP5-1010E17.2	0
LOC102723578	0
CBLN4	0
MC3R	0
FAM210B	134
AURKA	0
CSTF1	0
CASS4	13
RTFDC1	53
GCNT7	0
FAM209A	0
FAM209B	0
TFAP2C	141
BMP7	0
LOC102723590	0
LOC101927820	0
MIR4325	0
SPO11	0
RAE1	96
MTRNR2L3	1
RBM38	79
CTCFL	0
LOC101927842	1
PCK1	0
ZBP1	26
PMEPA1	775
MIR4532	0
LOC100996602	0
C20orf85	0
ANKRD60	0
PPP4R1L	2
RAB22A	29
VAPB	116
APCDD1L	0
APCDD1L-AS1	0
STX16	65
STX16-NPEPL1	83
NPEPL1	37
LOC100652930	0
MIR296	0
MIR298	0
GNAS-AS1	0
GNAS	661
LOC101927932	0
NELFCD	104
CTSZ	76
TUBB1	0
ATP5E	404
SLMO2-ATP5E	367
SLMO2	134
ZNF831	0
EDN3	0
PHACTR3	0
LOC100506384	0
SYCP2	41
FAM217B	17
PPP1R3D	4
CDH26	0
C20orf197	0
RP5-1043L13.1	0
RP5-1043L13.1-2	0
MIR646	0
LOC101928048	0
LOC101928026	0
MIR4533	0
MIR548AG2	0
LOC100506470	0
CDH4	1
MIR1257	0
TAF4	0
LSM14B	23
PSMA7	367
SS18L1	0
MTG2	0
HRH3	0
FLJ44790	0
OSBPL2	201
ADRM1	122
LAMA5	3
MIR4758	0
LOC101928158	0
RPS21	467
CABLES2	0
RBBP8NL	4
GATA5	0
C20orf166-AS1	0
C20orf166	0
MIR1-1	0
MIR133A2	0
SLCO4A1	0
LOC101928465	0
RP11-93B14.5	0
NTSR1	23
LINC00659	0
MRGBP	0
OGFR-AS1	0
OGFR	43
COL9A3	1
TCFL5	5
DPH3P1	0
DIDO1	49
GID8	94
SLC17A9	24
BHLHE23	0
RP11-305P22.9	0
LINC00029	0
LINC01056	0
HAR1B	0
HAR1A	4
MIR124-3	0
YTHDF1	150
BIRC7	0
MIR3196	0
NKAIN4	0
FLJ16779	0
LOC102723774	0
ARFGAP1	149
MIR4326	0
COL20A1	0
CHRNA4	0
RP11-261N11.8	0
LOC102723788	0
KCNQ2	0
EEF1A2	54
LOC102723814	0
PPDPF	27
PTK6	33
LOC102723829	2
SRMS	40
C20orf195	0
HELZ2	10
GMEB2	13
LOC100505771	0
STMN3	50
RTEL1	37
RTEL1-TNFRSF6B	31
TNFRSF6B	0
ARFRP1	21
ZGPAT	0
LIME1	0
SLC2A4RG	6
ZBTB46	14
LOC101928604	0
C20orf181	0
ABHD16B	0
TPD52L2	157
DNAJC5	71
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
UCKL1	141
MIR1914	0
MIR647	0
UCKL1-AS1	8
ZNF512B	40
SAMD10	8
PRPF6	86
LINC00176	0
SOX18	0
TCEA2	14
RGS19	58
MIR6813	0
OPRL1	26
LKAAEAR1	13
NPBWR2	0
MYT1	8
PCMTD2	106
LINC00266-1	0
CDH4-2	0
MIR1257-2	0
TAF4-2	0
OPRL1-2	0
NPBWR2-2	0
MYT1-2	0
PCMTD2-2	0
KCNQ2-2	0
LOC102724184	0
LOC102723996	0
LOC102724023	1
LOC102724132	0
LOC101928576	0
LOC102724159	5
LOC102724200	2
LOC102724219	0
LOC102724334	0
LOC102724354	0
LOC102724385	0
LOC102724370	0
LOC102724398	0
LOC102724411	0
LOC102724428	0
LOC102724441	0
LOC102724560	0
LOC102724594	0
LOC102724583	0
LOC102724636	0
LOC102724652	0
LOC101927669	0
LOC102724843	0
LOC102724951	0
LOC102723360	0
LOC102723553	0
LOC102723451	0
LOC102723475	0
LOC102723570	0
LOC102723584	0
LOC102723603	0
MIR3648	0
MIR3687	0
LOC101927615	0
TEKT4P2	0
LOC101930100	0
LOC101927345	0
MGC39584	0
BAGE2	0
TPTE	1
ANKRD30BP2	0
MIR3156-3	0
LOC102724188	0
POTED	0
MIR3118-5	0
LOC441956	0
MIR8069	0
C21orf15	11
ANKRD20A11P	36
LIPI	0
RBM11	0
ABCC13	0
HSPA13	0
SAMSN1	56
SAMSN1-AS1	0
LOC388813	0
NRIP1	427
LOC101927745	0
USP25	112
LINC00478	0
MIR99A	0
MIRLET7C	0
MIR125B2	0
C21orf37	0
TRNAG27	0
CXADR	397
BTG3	0
C21orf91-OT1	0
C21orf91	0
CHODL-AS1	0
LOC102724267	0
CHODL	0
TMPRSS15	0
AL109763.2	0
MIR548X	0
LINC00320	0
NCAM2	3
LINC00317	0
AP000475.2	0
AP000472.2	0
LINC00308	0
MIR6130	0
D21S2088E	0
AP000469.2	0
LOC339622	0
LINC00158	0
MIR155HG	0
MIR155	0
LINC00515	0
MRPL39	56
JAM2	0
ATP5J	175
GABPA	0
APP	509
LOC102724317	0
LOC100996571	0
CYYR1	0
ADAMTS1	3
ADAMTS5	1
MIR4759	0
LOC102724355	0
LINC00113	0
LINC00314	0
LOC284825	0
LOC101927973	0
LOC101930580	0
LOC101928011	0
LINC00161	0
LOC102724420	0
N6AMT1	0
LTN1	0
RWDD2B	0
USP16	84
CCT8	234
MAP3K7CL	0
LINC00189	0
BACH1	0
GRIK1	17
GRIK1-AS2	0
GRIK1-AS1	0
CLDN17	0
LINC00307	0
CLDN8	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-2	0
MIR4327	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-2	0
KRTAP21-1	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
TIAM1	14
LOC150051	0
LOC102724449	0
SOD1	364
SCAF4	57
HUNK	0
LINC00159	0
MIS18A	0
MRAP	0
URB1	0
SNORA80	0
C21orf119	0
EVA1C	82
TCP10L	0
C21orf59	61
SYNJ1	11
PAXBP1-AS1	1
PAXBP1	63
C21orf49	0
C21orf62	0
LOC102724502	0
OLIG2	0
LINC00945	0
OLIG1	0
LOC102723612	0
AP000289.6	0
C21orf54	0
IFNAR2	320
IL10RB-AS1	2
IL10RB	36
IFNAR1	218
IFNGR2	108
TMEM50B	21
DNAJC28	0
GART	94
SON	436
MIR6501	0
DONSON	7
CRYZL1	3
ITSN1	43
ATP5O	377
LINC00649	16
LOC400863	0
LOC101928126	0
MRPS6	123
SLC5A3	25
LINC00310	0
KCNE2	0
SMIM11	0
C21orf140	0
LOC388820	0
LOC101928182	0
KCNE1	0
RCAN1	0
CLIC6	0
LINC00160	0
AP000330.8	23
RUNX1	144
LOC102724584	63
LOC101928240	1
RUNX1-IT1	0
LOC100506403	0
MIR802	0
LOC101928269	0
AP000688.8	0
SETD4	17
AP000688.14	15
CBR1	43
CBR3-AS1	53
CBR3	101
DOPEY2	127
LOC102724619	1
MORC3	89
LOC102724630	0
CHAF1B	0
CLDN14	0
SIM2	0
HLCS	55
RIPPLY3	0
PIGP	27
TTC3	509
TTC3-AS1	4
DSCR9	0
DSCR3	169
DYRK1A	90
KCNJ6	0
LOC101928368	0
DSCR4	0
DSCR8	0
DSCR10	0
KCNJ15	22
LOC102724678	0
ERG	1
LINC00114	0
ETS2	49
LOC101928398	0
FLJ45139	0
AF064858.7	0
LOC102724740	0
PSMG1	0
BRWD1	355
BRWD1-IT2	34
BRWD1-AS1	3
HMGN1	134
WRB	11
LCA5L	10
LOC102724757	0
SH3BGR	0
MIR6508	0
B3GALT5	46
C21orf88	5
LOC102724786	0
IGSF5	0
PCP4	0
DSCAM	0
MIR4760	0
DSCAM-AS1	0
DSCAM-IT1	0
LINC00323	0
MIR3197	0
